Name,Address,Postcode,Category,Type,Type 2,Source,lat,long,Description
Coventry Cathedral,Coventry Cathedral,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4080729,-1.5081014,"Already on quite a few pdf trails but not on any AR/ Wayfaring at the moment. Could loop in Studio Morison, who are currently working on a landscaping scheme on Unity Lawns- they have incorporated the saw tooth walls of the Cathedral into their treatment of the path and planting- Supposedly Basil Spence came up with this idea when he passed out in a dentist's chair high on Novocaine..."
Dresden Place/ Greyfriars/Christ Church,Dresden Place/ Greyfriars/Christ Church,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4057088,-1.5116876,"Greyfriars Benedictine Priory, demolished in the Dissolution by Henry VIII, only Spire survived- one of the famous 3 spires of Coventry- incorporated the spire in the building of Christchurch in the 1800's however targeted during the April 1941 bombing raid and destroyed. Spire survived- Pillar base from original monastery church recovered during archaeological excavation and hopefully will be displayed- trigger point for AR or wayfaring?†"
Former Rudge Whitworth Cycle Works And Archeological Evidence For Former Industry In The Area,Former Rudge whitworth cycle works and archeological evidence for former industry in the area,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4068088,-1.5171008,"preserved shoes found in archaeological excavation for Ikea development.. Thought to be found in a tanning pit . Area to the east now occupied by Skydome was also the site of the Rudge-Whitworth Cycle works.†manufactured bicycles and motorcycles from 1889 until 1939 and boasted that it was 'The Oldest and Largest Bicycle and Tricycle Manufacturer in the World'. This later became a GEC factory where women were employed to assemble telephone parts, until this factory was demolished to make way for the ring road."
Spon Street Buildings,Spon Street Buildings,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4084279,-1.5167117,"Contains the only court housing left in the city-Originally built in late 18th and 19th centuries to house the burgeoning labouring and artisan populations attracted by Coventry's industries. Also- Spon Street Cityscape project- dismantled and relocated 10 buildings from mainly Much Park Street and rebuilt them here, largest collection of Wealden houses in one street"
Crossing River Sherbourne,Crossing river Sherbourne,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4085667,-1.5130448,AR to being to life the Sherbourne- need to find exact river course in this area
Palmer Lane,Palmer Lane,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4101721,-1.5101146,"Explain history and regeneration of area, once completed this draw visitors to the area, especially tourists who may not know the area. Explain the general regeneration of the city/city of culture"
University Square/Pride Or Broadgate?,University Square/Pride Or Broadgate?,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4080895,-1.5062931,Pride events- explain the story of Gay Pride within the city. Use AR to immerse visitors within scenes of previous pride years- carnival atmosphere. This could also be done in Broadgate as Pride was meant to take place for the first time in Broadgate in 2020
Coventry Cathedral,Coventry Cathedral,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4085834,-1.5070619,AR to illustrate how the cathedral looked before Blitz damage
Awakening/An Extraordinary Journey- Godiva Imagineer,Awakening/An Extraordinary journey- Godiva Imagineer,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4085441,-1.5068307,"An extraordinary Journey- Godiva awakes in Cathedral ruins and journeys to London's Victoria Park for the Olympic Games. AR to illustrate this. Highlights Coventry's artistic, creative and and engineering feats- collab with Imagineer"
Wayfinding For Fargo,Wayfinding for FarGo,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4066609,-1.5025208,Triggered by artwork under ring road
Former Coventry Telegraph- Hotel,Former Coventry Telegraph- hotel,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.410269,-1.5132642,"Possibility for virtual gallery/museum, other artistic interventions within development and also heritage of building"
"Mercia House, Lower Precinct","Mercia House, Lower Precinct",CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4082184,-1.5150588,Project something amazing using image recognition- AR. Very boring building. Needs livening up and looms over the precinct
Primark- Collaboration?,Primark- Collaboration?,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4085674,-1.5104911,"Image recognition ar- big scale 'projection', could be a reimagined history of the city, or a large scale artistic intervention"
Encore Building,Encore Building,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4061795,-1.5130045,Image recognition AR- if building wrap doesn't go ahead- use AR to liven up building. Punk bar used to be below here that specials frequented and gigged at. Could this be specials related?
Apps Living Tower,Apps living tower,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4098897,-1.5127681,"Another very boring student accommodation tower block- two short passages underneath building leading to corporation street- problem areas antisocial behaviour- could incorporate image recognition to 'pop' off building- more interest in area, less antisocial behaviour?"
Friars House-Physical Blocker,Friars House-Physical blocker,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4035874,-1.5133928,Nondescript Glass-fronted building- on main path from station to city centre- arrival point- Image recognition AR- artistic intervention through AR?
Spencer Park,Spencer Park,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4012599,-1.5228183,"Recreational area very close to station- wellbeing stop? AR intervention- Pavilions built in 1915 Tourists waiting for trains etc. 10 min walk from the station. Park is on higher ground overlooking the rail way and city centre, could show older images of city skyline as it was, blitz bombing etc."
Britannia Hotel,Britannia Hotel,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4098776,-1.5070553,"If no artistic intervention goes ahead, could we use AR to brighten this building up?"
Cycle Stops,Cycle Stops,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.408515,-1.5102633,"Advertise areas to lock up bikes, free bike pump (we NEED one of these!- water fountain budget?!) bike trails, specialist shops, info on local cycling groups/transport museum? Needs to be somewhere with large footfall- broadgate?"
Naiad,Naiad,CV1 2GN,Coventry Wayfinding Map - ARWayfaring,Coventry Wayfinding Map - ARWayfaring,,Coventry Wayfinding Map,52.4082109,-1.5117016,"Naiad talks! Could explain games available within Upper Precinct area, or give a clue to the treasure hunt etc."
20Th Century Art Man'S Struggle Walter Ritchie,20th century art Man's Struggle Walter Ritchie,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.407124,-1.506079,
St Michael And The Devil Jacob Epstein,St Michael and the devil Jacob Epstein,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.408216,-1.506912,
Elizabeth Frink Statue By F Mcwilliams,Elizabeth Frink Statue by F McWilliams,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.407124,-1.50644,
Self Sacrifice/ Godiva William Reid Dick,Self Sacrifice/ Godiva William Reid Dick,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.40805,-1.510387,
Godiva Clock Trevor Tennant,Godiva Clock Trevor Tennant,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.407583,-1.510607,
People Of Coventry Trevor Tennant,People of Coventry Trevor Tennant,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.407469,-1.510723,
Phoenix Rising George Wagstaffe,Phoenix Rising George Wagstaffe,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.406158,-1.512172,
Bucephalus Simon Evans,Bucephalus Simon Evans,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.403996,-1.514672,
Three Tuns William George Mitchell,Three Tuns William George Mitchell,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.406205,-1.512909,
Coventry Mural Gordon Cullen,Coventry Mural Gordon Cullen,CV1 2GN,Coventry Wayfinding Map - 20th Century Art Trail,Coventry Wayfinding Map - 20th Century Art Trail,,Coventry Wayfinding Map,52.408124,-1.514804,
Coventry Uncovered Volgograd Marker,Coventry Uncovered Volgograd Marker,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4088423,-1.5099684,
Unity Lawns,Unity Lawns,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.408581,-1.508158,
Aten,Aten,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4079756,-1.5109378,
Martyrs Mosaic,Martyrs Mosaic,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4075839,-1.5104657,
Greyfriars Gate,Greyfriars Gate,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4061175,-1.5122377,
Sir Guy And The Dun Cow Sculpture,Sir Guy and the Dun Cow sculpture,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4061509,-1.5132722,
Medieval St Marys Guildhall And Undercroft,Medieval st marys guildhall and undercroft,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.4077016,-1.5075821,
Medieval Cathedral Ruins,Medieval cathedral ruins,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.408073,-1.5075982,
Medieval White Friars,Medieval White Friars,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.4052465,-1.501088,
Old Grammar School,OlD Grammar School,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.4106734,-1.5107869,
Fords Hospital,Fords Hospital,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.4069279,-1.5100589,
St John The Baptist,St John the Baptist,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.4087555,-1.5155829,
Charter House,Charter House,CV1 2GN,Coventry Wayfinding Map - Medieval Coventry Trail,Coventry Wayfinding Map - Medieval Coventry Trail,,Coventry Wayfinding Map,52.3929159,-1.5710845,
Industry Ribbon Making,Industry Ribbon making,CV1 2GN,Coventry Wayfinding Map - Industrial Ribbon Making Trail,Coventry Wayfinding Map - Industrial Ribbon Making Trail,,Coventry Wayfinding Map,52.4093362,-1.5091419,
Cov Transport Museum,Cov Transport Museum,CV1 2GN,Coventry Wayfinding Map - Industrial Ribbon Making Trail,Coventry Wayfinding Map - Industrial Ribbon Making Trail,,Coventry Wayfinding Map,52.4109787,-1.5090939,
Weavers House,Weavers House,CV1 2GN,Coventry Wayfinding Map - Industrial Ribbon Making Trail,Coventry Wayfinding Map - Industrial Ribbon Making Trail,,Coventry Wayfinding Map,52.4086618,-1.5222811,
Watch Museum,Watch Museum,CV1 2GN,Coventry Wayfinding Map - Industrial Ribbon Making Trail,Coventry Wayfinding Map - Industrial Ribbon Making Trail,,Coventry Wayfinding Map,52.4083104,-1.5174442,
Canal Basin Factories,Canal Basin factories,CV1 2GN,Coventry Wayfinding Map - Industrial Ribbon Making Trail,Coventry Wayfinding Map - Industrial Ribbon Making Trail,,Coventry Wayfinding Map,52.4132222,-1.5124924,
Herbert,Herbert,CV1 2GN,Coventry Wayfinding Map - Industrial Ribbon Making Trail,Coventry Wayfinding Map - Industrial Ribbon Making Trail,,Coventry Wayfinding Map,52.4075768,-1.5062772,
Actors And Authors Ellen Terry Building,Actors and authors Ellen Terry Building,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4067355,-1.5046406,
Hewitt And Tennyson Herbert,Hewitt and Tennyson Herbert,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4073802,-1.5062553,
Drapers Hall,Drapers Hall,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4076619,-1.507095,
Shakespeare At St Mary'S,Shakespeare at St Mary's,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4077273,-1.5075603,
Sarah Siddons Married @ Holy Trinity,Sarah Siddons married @ Holy Trinity,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4084861,-1.5091153,
Ira Aldridge Plaque Upper Precinct,Ira Aldridge plaque Upper Precinct,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4081607,-1.5116148,
George Elliott Schooled At Warwick Row,George Elliott schooled at Warwick Row,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4053064,-1.5128432,
Phillip Larkin Henry Viii School,Phillip Larkin Henry VIII school,CV1 2GN,Coventry Wayfinding Map - Actors and Authors Trail,Coventry Wayfinding Map - Actors and Authors Trail,,Coventry Wayfinding Map,52.4003208,-1.5167332,
Alive After 5 Cosy Club,Alive after 5 Cosy Club,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4078384,-1.5098777,
The Botanist,The Botanist,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4080855,-1.5101539,
Bayley Lane Kitchen,Bayley Lane Kitchen,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4077615,-1.508381,
The Castle Grounds,The Castle Grounds,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4066901,-1.5087556,
The Yard,The Yard,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4062371,-1.512439,
Bistrot Pierre,Bistrot Pierre,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4083005,-1.5098762,
Ramada,Ramada,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4053384,-1.5215171,
Fargo,Fargo,CV1 2GN,Coventry Wayfinding Map - Alive After Five Trail,Coventry Wayfinding Map - Alive After Five Trail,,Coventry Wayfinding Map,52.4078006,-1.493948,
Cov On Screen- Cathedral Quarter- Nativity Film,Cov On screen- cathedral Quarter- Nativity film,CV1 2GN,Coventry Wayfinding Map - Cov On Screen Trail,Coventry Wayfinding Map - Cov On Screen Trail,,Coventry Wayfinding Map,52.4082184,-1.5083765,
Spooks Filmed On Ringroad,Spooks filmed on ringroad,CV1 2GN,Coventry Wayfinding Map - Cov On Screen Trail,Coventry Wayfinding Map - Cov On Screen Trail,,Coventry Wayfinding Map,52.4067947,-1.5021335,
Dr Who Filmed At Fords,Dr Who Filmed at Fords,CV1 2GN,Coventry Wayfinding Map - Cov On Screen Trail,Coventry Wayfinding Map - Cov On Screen Trail,,Coventry Wayfinding Map,52.4069331,-1.5098562,
2 Tone Cov Holyhead Rd Youth Club,2 tone cov Holyhead rd youth club,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4093121,-1.5172957,
Canal Basin Specials Album Artwork,Canal Basin Specials album artwork,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4131797,-1.5123207,
Cov Music Museum,Cov Music Museum,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4104156,-1.4836772,
51 Albany Road- Jerry Dammers' Flat,51 Albany Road- Jerry Dammers' flat,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4031597,-1.5263707,
Rock Against Racism,Rock Against Racism,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4068656,-1.5253008,
Former Mr George Nightclub,Former Mr George nightclub,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4083106,-1.5148552,Punk
Former Virgin Records- City Arcade,Former Virgin Records- City Arcade,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.4083205,-1.5119208,
Former Courtauld'S Silk Factory,Former Courtauld's silk factory,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4281123,-1.499941,
Standard Sweet Centre,Standard Sweet Centre,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4296235,-1.4983746,
Tahims Ltd,Tahims Ltd,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4287154,-1.4986895,
Dhaliwal Supermarket,Dhaliwal Supermarket,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4283309,-1.4992029,
Shri Guru Ravidass Gurdwara,Shri Guru Ravidass Gurdwara,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4282738,-1.5000782,
St Pauls Church,St Pauls Church,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4272799,-1.4995818,
Nanaksar Gurdwara Gursikh Temple,Nanaksar Gurdwara Gursikh Temple,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4205556,-1.5055556,
Bird Grove Bangladesh Centre,Bird Grove Bangladesh Centre,CV1 2GN,Coventry Wayfinding Map - The World In A Mile Trail,Coventry Wayfinding Map - The World In A Mile Trail,,Coventry Wayfinding Map,52.4179923,-1.5047835,
Hawkesbury Junction,Hawkesbury Junction,CV1 2GN,Coventry Wayfinding Map - Canal Art Trail,Coventry Wayfinding Map - Canal Art Trail,,Coventry Wayfinding Map,52.4577253,-1.4692678,
Canal Art Trail,Canal Art Trail,CV1 2GN,Coventry Wayfinding Map - Canal Art Trail,Coventry Wayfinding Map - Canal Art Trail,,Coventry Wayfinding Map,52.4132435,-1.5121604,
Peace Trail Ruins/Charred Cross,Peace Trail Ruins/charred cross,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4079301,-1.507361,
Reconciliation Sculpture,Reconciliation sculpture,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4080937,-1.5074576,
Memorial To Civilians Killed In War,Memorial to civilians killed in war,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.408079,-1.5078948,
Yoko Ono Peace Trees,Yoko Ono peace trees,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4082819,-1.5079431,
Coventry Cathedral,Coventry Cathedral,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.408349,-1.5069882,
Herbert- Twin Cities Plinth,Herbert- twin cities plinth,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4076791,-1.506199,
Menschede Way,Menschede Way,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4053316,-1.5074874,German Town linked with city over 40 years ago
Cov City Centre Trail,Cov City Centre Trail,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4074803,-1.5061809,
Cathedral,Cathedral,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4084079,-1.5071858,
St Mary'S Guildhall,St Mary's Guildhall,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4076736,-1.5075303,
Holy Trinity,Holy Trinity,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4084685,-1.5087468,
Lady G,Lady G,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4080606,-1.5104625,
Ford'S,Ford's,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.406407,-1.5104125,
Cheylesmore,Cheylesmore,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4049745,-1.5111147,
Priory,Priory,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.40897,-1.5087199,
Transport Musuem,Transport musuem,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4111211,-1.5095137,
Lady Herbert'S Garden,Lady Herbert's Garden,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4110704,-1.5086742,
Drapers,Drapers,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4076666,-1.5070191,
Fargo,Fargo,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4077737,-1.4940388,
Council House,Council House,CV1 2GN,Coventry Wayfinding Map - City Centre Trail,Coventry Wayfinding Map - City Centre Trail,,Coventry Wayfinding Map,52.4072222,-1.5077636,
2 Tone Cov Uni Gigs,2 tone Cov Uni Gigs,CV1 2GN,Coventry Wayfinding Map - 2-Tone Coventry Trail,Coventry Wayfinding Map - 2-Tone Coventry Trail,,Coventry Wayfinding Map,52.406327,-1.5008831,
Larkin Trail- Record Shop Frequented By Larkin- Now Etna'S Italian,Larkin Trail- record shop frequented by Larkin- now Etna's Italian,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4063761,-1.5117902,
Home Of Angela Brazil,Home of Angela Brazil,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4052064,-1.512833,Influenced Larkin
Golden Cross- Larkin Frequented,Golden cross- Larkin frequented,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4078107,-1.5088026,
Council House,Council House,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4072232,-1.5080495,Larkin's father was council treasurer in 1920s† and he would have visited his fathers office many times
St Mary'S Guildhall†,St Mary's guildhall†,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4077181,-1.507514,1977- Larkin received Award of Merit from council for poetry
Herbert,Herbert,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.407559,-1.5060723,"Punishement book from King Henry's archived here mentions Larkin;s name, and also Ulter Poet John Hewitt was gallery director here- a close literary acquaintance of Larkins"
Cov Transport Museum,Cov transport Museum,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4112788,-1.5094706,Former Hippodrome where Larkin saw many jazz concerts in 30s
King Henry Viii School,King Henry VIII School,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.3998788,-1.5178632,Larkin's school
Penvorn Larkin'S Childhood Home,Penvorn Larkin's childhood home,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4025923,-1.5120246,Demolished in 60s to make way for ringroad
