MSOA,Attribute,Value,%,,MSOA,Attribute,Value,,
E02001977,Comfortable Seniors (ACORN),,0.00%,,E02001977,Comfortable Seniors (ACORN),TRUETRUE,,
E02001978,Comfortable Seniors (ACORN),,0.00%,,E02001978,Comfortable Seniors (ACORN),TRUETRUE,,
E02001979,Comfortable Seniors (ACORN),,10.90%,,E02001979,Comfortable Seniors (ACORN),TRUETRUE,,
E02001980,Comfortable Seniors (ACORN),,11.90%,,E02001980,Comfortable Seniors (ACORN),TRUETRUE,,
E02001981,Comfortable Seniors (ACORN),,0.00%,,E02001981,Comfortable Seniors (ACORN),TRUETRUE,,
E02001982,Comfortable Seniors (ACORN),,0.70%,,E02001982,Comfortable Seniors (ACORN),TRUETRUE,,
E02001983,Comfortable Seniors (ACORN),,0.00%,,E02001983,Comfortable Seniors (ACORN),TRUETRUE,,
E02001984,Comfortable Seniors (ACORN),,0.00%,,E02001984,Comfortable Seniors (ACORN),TRUETRUE,,
E02001985,Comfortable Seniors (ACORN),,0.00%,,E02001985,Comfortable Seniors (ACORN),TRUETRUE,,
E02001986,Comfortable Seniors (ACORN),,2.70%,,E02001986,Comfortable Seniors (ACORN),TRUETRUE,,
E02001987,Comfortable Seniors (ACORN),,0.00%,,E02001987,Comfortable Seniors (ACORN),TRUETRUE,,
E02001988,Comfortable Seniors (ACORN),,0.00%,,E02001988,Comfortable Seniors (ACORN),TRUETRUE,,
E02001989,Comfortable Seniors (ACORN),,1.90%,,E02001989,Comfortable Seniors (ACORN),TRUETRUE,,
E02001990,Comfortable Seniors (ACORN),,5.60%,,E02001990,Comfortable Seniors (ACORN),TRUETRUE,,
E02001991,Comfortable Seniors (ACORN),,1.40%,,E02001991,Comfortable Seniors (ACORN),TRUETRUE,,
E02001992,Comfortable Seniors (ACORN),,2.70%,,E02001992,Comfortable Seniors (ACORN),TRUETRUE,,
E02001993,Comfortable Seniors (ACORN),,1.50%,,E02001993,Comfortable Seniors (ACORN),TRUETRUE,,
E02001994,Comfortable Seniors (ACORN),,1.20%,,E02001994,Comfortable Seniors (ACORN),TRUETRUE,,
E02001995,Comfortable Seniors (ACORN),,0.90%,,E02001995,Comfortable Seniors (ACORN),TRUETRUE,,
E02001996,Comfortable Seniors (ACORN),,1.70%,,E02001996,Comfortable Seniors (ACORN),TRUETRUE,,
E02001997,Comfortable Seniors (ACORN),,8.60%,,E02001997,Comfortable Seniors (ACORN),TRUETRUE,,
E02001998,Comfortable Seniors (ACORN),,8.50%,,E02001998,Comfortable Seniors (ACORN),TRUETRUE,,
E02001999,Comfortable Seniors (ACORN),,0.00%,,E02001999,Comfortable Seniors (ACORN),TRUETRUE,,
E02006805,Comfortable Seniors (ACORN),,0.00%,,E02006805,Comfortable Seniors (ACORN),TRUETRUE,,
E08000026,Comfortable Seniors (ACORN),,2.37%,,,,,,
E02001958,Contemporary dance (TGI),414,6.16%,,E02001958,Contemporary dance (TGI),TRUETRUE,,
E02001959,Contemporary dance (TGI),315,5.47%,,E02001959,Contemporary dance (TGI),TRUETRUE,,
E02001961,Contemporary dance (TGI),353,5.37%,,E02001961,Contemporary dance (TGI),TRUETRUE,,
E02001962,Contemporary dance (TGI),388,7.42%,,E02001962,Contemporary dance (TGI),TRUETRUE,,
E02001963,Contemporary dance (TGI),286,5.46%,,E02001963,Contemporary dance (TGI),TRUETRUE,,
E02001964,Contemporary dance (TGI),428,5.79%,,E02001964,Contemporary dance (TGI),TRUETRUE,,
E02001965,Contemporary dance (TGI),396,5.63%,,E02001965,Contemporary dance (TGI),TRUETRUE,,
E02001966,Contemporary dance (TGI),580,11.16%,,E02001966,Contemporary dance (TGI),TRUETRUE,,
E02001967,Contemporary dance (TGI),382,6.45%,,E02001967,Contemporary dance (TGI),TRUETRUE,,
E02001968,Contemporary dance (TGI),401,6.41%,,E02001968,Contemporary dance (TGI),TRUETRUE,,
E02001969,Contemporary dance (TGI),311,5.81%,,E02001969,Contemporary dance (TGI),TRUETRUE,,
E02001970,Contemporary dance (TGI),295,5.87%,,E02001970,Contemporary dance (TGI),TRUETRUE,,
E02001971,Contemporary dance (TGI),292,5.77%,,E02001971,Contemporary dance (TGI),TRUETRUE,,
E02001972,Contemporary dance (TGI),842,10.09%,,E02001972,Contemporary dance (TGI),TRUETRUE,,
E02001973,Contemporary dance (TGI),499,7.08%,,E02001973,Contemporary dance (TGI),TRUETRUE,,
E02001974,Contemporary dance (TGI),540,6.61%,,E02001974,Contemporary dance (TGI),TRUETRUE,,
E02001975,Contemporary dance (TGI),366,5.62%,,E02001975,Contemporary dance (TGI),TRUETRUE,,
E02001976,Contemporary dance (TGI),396,6.06%,,E02001976,Contemporary dance (TGI),TRUETRUE,,
E02001977,Contemporary dance (TGI),804,9.84%,,E02001977,Contemporary dance (TGI),TRUETRUE,,
E02001978,Contemporary dance (TGI),397,7.22%,,E02001978,Contemporary dance (TGI),TRUETRUE,,
E02001979,Contemporary dance (TGI),282,5.64%,,E02001979,Contemporary dance (TGI),TRUETRUE,,
E02001980,Contemporary dance (TGI),325,6.04%,,E02001980,Contemporary dance (TGI),TRUETRUE,,
E02001981,Contemporary dance (TGI),1182,11.28%,,E02001981,Contemporary dance (TGI),TRUETRUE,,
E02001982,Contemporary dance (TGI),443,6.20%,,E02001982,Contemporary dance (TGI),TRUETRUE,,
E02001983,Contemporary dance (TGI),432,6.54%,,E02001983,Contemporary dance (TGI),TRUETRUE,,
E02001984,Contemporary dance (TGI),557,6.51%,,E02001984,Contemporary dance (TGI),TRUETRUE,,
E02001985,Contemporary dance (TGI),892,10.99%,,E02001985,Contemporary dance (TGI),TRUETRUE,,
E02001986,Contemporary dance (TGI),397,5.90%,,E02001986,Contemporary dance (TGI),TRUETRUE,,
E02001987,Contemporary dance (TGI),572,9.33%,,E02001987,Contemporary dance (TGI),TRUETRUE,,
E02001988,Contemporary dance (TGI),1253,13.02%,,E02001988,Contemporary dance (TGI),TRUETRUE,,
E02001989,Contemporary dance (TGI),343,6.38%,,E02001989,Contemporary dance (TGI),TRUETRUE,,
E02001990,Contemporary dance (TGI),465,5.64%,,E02001990,Contemporary dance (TGI),TRUETRUE,,
E02001991,Contemporary dance (TGI),713,8.79%,,E02001991,Contemporary dance (TGI),TRUETRUE,,
E02001992,Contemporary dance (TGI),468,5.65%,,E02001992,Contemporary dance (TGI),TRUETRUE,,
E02001993,Contemporary dance (TGI),454,6.93%,,E02001993,Contemporary dance (TGI),TRUETRUE,,
E02001994,Contemporary dance (TGI),445,6.25%,,E02001994,Contemporary dance (TGI),TRUETRUE,,
E02001995,Contemporary dance (TGI),737,9.13%,,E02001995,Contemporary dance (TGI),TRUETRUE,,
E02001996,Contemporary dance (TGI),324,5.66%,,E02001996,Contemporary dance (TGI),TRUETRUE,,
E02001997,Contemporary dance (TGI),564,7.50%,,E02001997,Contemporary dance (TGI),TRUETRUE,,
E02001998,Contemporary dance (TGI),383,7.37%,,E02001998,Contemporary dance (TGI),TRUETRUE,,
E02001999,Contemporary dance (TGI),1461,12.57%,,E02001999,Contemporary dance (TGI),TRUETRUE,,
E02006805,Contemporary dance (TGI),470,6.50%,,E02006805,Contemporary dance (TGI),TRUETRUE,,
E08000026,Contemporary dance (TGI),,7.26%,,,,,,
E02001958,Countryside Communities (ACORN),,1.10%,,E02001958,Countryside Communities (ACORN),TRUETRUE,,
E02001959,Countryside Communities (ACORN),,1.70%,,E02001959,Countryside Communities (ACORN),TRUETRUE,,
E02001961,Countryside Communities (ACORN),,0.00%,,E02001961,Countryside Communities (ACORN),TRUETRUE,,
E02001962,Countryside Communities (ACORN),,0.00%,,E02001962,Countryside Communities (ACORN),TRUETRUE,,
E02001963,Countryside Communities (ACORN),,0.00%,,E02001963,Countryside Communities (ACORN),TRUETRUE,,
E02001964,Countryside Communities (ACORN),,0.40%,,E02001964,Countryside Communities (ACORN),TRUETRUE,,
E02001965,Countryside Communities (ACORN),,1.60%,,E02001965,Countryside Communities (ACORN),TRUETRUE,,
E02001966,Countryside Communities (ACORN),,0.00%,,E02001966,Countryside Communities (ACORN),TRUETRUE,,
E02001967,Countryside Communities (ACORN),,0.00%,,E02001967,Countryside Communities (ACORN),TRUETRUE,,
E02001968,Countryside Communities (ACORN),,0.00%,,E02001968,Countryside Communities (ACORN),TRUETRUE,,
E02001969,Countryside Communities (ACORN),,0.00%,,E02001969,Countryside Communities (ACORN),TRUETRUE,,
E02001970,Countryside Communities (ACORN),,0.00%,,E02001970,Countryside Communities (ACORN),TRUETRUE,,
E02001971,Countryside Communities (ACORN),,0.00%,,E02001971,Countryside Communities (ACORN),TRUETRUE,,
E02001972,Countryside Communities (ACORN),,0.00%,,E02001972,Countryside Communities (ACORN),TRUETRUE,,
E02001973,Countryside Communities (ACORN),,0.00%,,E02001973,Countryside Communities (ACORN),TRUETRUE,,
E02001974,Countryside Communities (ACORN),,0.00%,,E02001974,Countryside Communities (ACORN),TRUETRUE,,
E02001975,Countryside Communities (ACORN),,0.00%,,E02001975,Countryside Communities (ACORN),TRUETRUE,,
E02001976,Countryside Communities (ACORN),,0.00%,,E02001976,Countryside Communities (ACORN),TRUETRUE,,
E02001977,Countryside Communities (ACORN),,0.00%,,E02001977,Countryside Communities (ACORN),TRUETRUE,,
E02001978,Countryside Communities (ACORN),,0.00%,,E02001978,Countryside Communities (ACORN),TRUETRUE,,
E02001979,Countryside Communities (ACORN),,0.00%,,E02001979,Countryside Communities (ACORN),TRUETRUE,,
E02001980,Countryside Communities (ACORN),,0.00%,,E02001980,Countryside Communities (ACORN),TRUETRUE,,
E02001981,Countryside Communities (ACORN),,0.00%,,E02001981,Countryside Communities (ACORN),TRUETRUE,,
E02001982,Countryside Communities (ACORN),,0.00%,,E02001982,Countryside Communities (ACORN),TRUETRUE,,
E02001983,Countryside Communities (ACORN),,0.00%,,E02001983,Countryside Communities (ACORN),TRUETRUE,,
E02001984,Countryside Communities (ACORN),,0.00%,,E02001984,Countryside Communities (ACORN),TRUETRUE,,
E02001985,Countryside Communities (ACORN),,0.00%,,E02001985,Countryside Communities (ACORN),TRUETRUE,,
E02001986,Countryside Communities (ACORN),,0.00%,,E02001986,Countryside Communities (ACORN),TRUETRUE,,
E02001987,Countryside Communities (ACORN),,0.00%,,E02001987,Countryside Communities (ACORN),TRUETRUE,,
E02001988,Countryside Communities (ACORN),,0.00%,,E02001988,Countryside Communities (ACORN),TRUETRUE,,
E02001989,Countryside Communities (ACORN),,0.00%,,E02001989,Countryside Communities (ACORN),TRUETRUE,,
E02001990,Countryside Communities (ACORN),,0.00%,,E02001990,Countryside Communities (ACORN),TRUETRUE,,
E02001991,Countryside Communities (ACORN),,0.00%,,E02001991,Countryside Communities (ACORN),TRUETRUE,,
E02001992,Countryside Communities (ACORN),,0.50%,,E02001992,Countryside Communities (ACORN),TRUETRUE,,
E02001993,Countryside Communities (ACORN),,0.00%,,E02001993,Countryside Communities (ACORN),TRUETRUE,,
E02001994,Countryside Communities (ACORN),,0.00%,,E02001994,Countryside Communities (ACORN),TRUETRUE,,
E02001995,Countryside Communities (ACORN),,0.00%,,E02001995,Countryside Communities (ACORN),TRUETRUE,,
E02001996,Countryside Communities (ACORN),,0.00%,,E02001996,Countryside Communities (ACORN),TRUETRUE,,
E02001997,Countryside Communities (ACORN),,0.00%,,E02001997,Countryside Communities (ACORN),TRUETRUE,,
E02001998,Countryside Communities (ACORN),,0.00%,,E02001998,Countryside Communities (ACORN),TRUETRUE,,
E02001999,Countryside Communities (ACORN),,0.00%,,E02001999,Countryside Communities (ACORN),TRUETRUE,,
E02006805,Countryside Communities (ACORN),,0.00%,,E02006805,Countryside Communities (ACORN),TRUETRUE,,
E08000026,Countryside Communities (ACORN),,0.13%,,,,,,
E02001958,Difficult Circumstances (ACORN),,6.80%,,E02001958,Difficult Circumstances (ACORN),TRUETRUE,,
E02001959,Difficult Circumstances (ACORN),,0.00%,,E02001959,Difficult Circumstances (ACORN),TRUETRUE,,
E02001961,Difficult Circumstances (ACORN),,26.00%,,E02001961,Difficult Circumstances (ACORN),TRUETRUE,,
E02001962,Difficult Circumstances (ACORN),,3.40%,,E02001962,Difficult Circumstances (ACORN),TRUETRUE,,
E02001963,Difficult Circumstances (ACORN),,0.00%,,E02001963,Difficult Circumstances (ACORN),TRUETRUE,,
E02001964,Difficult Circumstances (ACORN),,25.30%,,E02001964,Difficult Circumstances (ACORN),TRUETRUE,,
E02001965,Difficult Circumstances (ACORN),,4.80%,,E02001965,Difficult Circumstances (ACORN),TRUETRUE,,
E02001966,Difficult Circumstances (ACORN),,1.20%,,E02001966,Difficult Circumstances (ACORN),TRUETRUE,,
E02001967,Difficult Circumstances (ACORN),,10.50%,,E02001967,Difficult Circumstances (ACORN),TRUETRUE,,
E02001968,Difficult Circumstances (ACORN),,0.80%,,E02001968,Difficult Circumstances (ACORN),TRUETRUE,,
E02001969,Difficult Circumstances (ACORN),,8.10%,,E02001969,Difficult Circumstances (ACORN),TRUETRUE,,
E02001970,Difficult Circumstances (ACORN),,2.60%,,E02001970,Difficult Circumstances (ACORN),TRUETRUE,,
E02001971,Difficult Circumstances (ACORN),,0.00%,,E02001971,Difficult Circumstances (ACORN),TRUETRUE,,
E02001972,Difficult Circumstances (ACORN),,7.70%,,E02001972,Difficult Circumstances (ACORN),TRUETRUE,,
E02001973,Difficult Circumstances (ACORN),,8.70%,,E02001973,Difficult Circumstances (ACORN),TRUETRUE,,
E02001974,Difficult Circumstances (ACORN),,0.60%,,E02001974,Difficult Circumstances (ACORN),TRUETRUE,,
E02001975,Difficult Circumstances (ACORN),,0.00%,,E02001975,Difficult Circumstances (ACORN),TRUETRUE,,
E02001976,Difficult Circumstances (ACORN),,10.80%,,E02001976,Difficult Circumstances (ACORN),TRUETRUE,,
E02001977,Difficult Circumstances (ACORN),,10.20%,,E02001977,Difficult Circumstances (ACORN),TRUETRUE,,
E02001978,Difficult Circumstances (ACORN),,0.90%,,E02001978,Difficult Circumstances (ACORN),TRUETRUE,,
E02001979,Difficult Circumstances (ACORN),,0.00%,,E02001979,Difficult Circumstances (ACORN),TRUETRUE,,
E02001980,Difficult Circumstances (ACORN),,0.00%,,E02001980,Difficult Circumstances (ACORN),TRUETRUE,,
E02001981,Difficult Circumstances (ACORN),,15.10%,,E02001981,Difficult Circumstances (ACORN),TRUETRUE,,
E02001982,Difficult Circumstances (ACORN),,1.40%,,E02001982,Difficult Circumstances (ACORN),TRUETRUE,,
E02001983,Difficult Circumstances (ACORN),,3.50%,,E02001983,Difficult Circumstances (ACORN),TRUETRUE,,
E02001984,Difficult Circumstances (ACORN),,1.70%,,E02001984,Difficult Circumstances (ACORN),TRUETRUE,,
E02001985,Difficult Circumstances (ACORN),,0.60%,,E02001985,Difficult Circumstances (ACORN),TRUETRUE,,
E02001986,Difficult Circumstances (ACORN),,42.20%,,E02001986,Difficult Circumstances (ACORN),TRUETRUE,,
E02001987,Difficult Circumstances (ACORN),,0.80%,,E02001987,Difficult Circumstances (ACORN),TRUETRUE,,
E02001988,Difficult Circumstances (ACORN),,1.50%,,E02001988,Difficult Circumstances (ACORN),TRUETRUE,,
E02001989,Difficult Circumstances (ACORN),,0.00%,,E02001989,Difficult Circumstances (ACORN),TRUETRUE,,
E02001990,Difficult Circumstances (ACORN),,0.00%,,E02001990,Difficult Circumstances (ACORN),TRUETRUE,,
E02001991,Difficult Circumstances (ACORN),,1.00%,,E02001991,Difficult Circumstances (ACORN),TRUETRUE,,
E02001992,Difficult Circumstances (ACORN),,19.30%,,E02001992,Difficult Circumstances (ACORN),TRUETRUE,,
E02001993,Difficult Circumstances (ACORN),,11.30%,,E02001993,Difficult Circumstances (ACORN),TRUETRUE,,
E02001994,Difficult Circumstances (ACORN),,5.40%,,E02001994,Difficult Circumstances (ACORN),TRUETRUE,,
E02001995,Difficult Circumstances (ACORN),,0.90%,,E02001995,Difficult Circumstances (ACORN),TRUETRUE,,
E02001996,Difficult Circumstances (ACORN),,13.30%,,E02001996,Difficult Circumstances (ACORN),TRUETRUE,,
E02001997,Difficult Circumstances (ACORN),,4.90%,,E02001997,Difficult Circumstances (ACORN),TRUETRUE,,
E02001998,Difficult Circumstances (ACORN),,0.00%,,E02001998,Difficult Circumstances (ACORN),TRUETRUE,,
E02001999,Difficult Circumstances (ACORN),,2.10%,,E02001999,Difficult Circumstances (ACORN),TRUETRUE,,
E02006805,Difficult Circumstances (ACORN),,5.40%,,E02006805,Difficult Circumstances (ACORN),TRUETRUE,,
E08000026,Difficult Circumstances (ACORN),,6.16%,,,,,,
E02001958,Executive Wealth (ACORN),,2.80%,,E02001958,Executive Wealth (ACORN),TRUETRUE,,
E02001959,Executive Wealth (ACORN),,0.80%,,E02001959,Executive Wealth (ACORN),TRUETRUE,,
E02001961,Executive Wealth (ACORN),,0.00%,,E02001961,Executive Wealth (ACORN),TRUETRUE,,
E02001962,Executive Wealth (ACORN),,0.80%,,E02001962,Executive Wealth (ACORN),TRUETRUE,,
E02001963,Executive Wealth (ACORN),,0.00%,,E02001963,Executive Wealth (ACORN),TRUETRUE,,
E02001964,Executive Wealth (ACORN),,0.00%,,E02001964,Executive Wealth (ACORN),TRUETRUE,,
E02001965,Executive Wealth (ACORN),,2.20%,,E02001965,Executive Wealth (ACORN),TRUETRUE,,
E02001966,Executive Wealth (ACORN),,0.00%,,E02001966,Executive Wealth (ACORN),TRUETRUE,,
E02001967,Executive Wealth (ACORN),,10.50%,,E02001967,Executive Wealth (ACORN),TRUETRUE,,
E02001968,Executive Wealth (ACORN),,0.00%,,E02001968,Executive Wealth (ACORN),TRUETRUE,,
E02001969,Executive Wealth (ACORN),,0.00%,,E02001969,Executive Wealth (ACORN),TRUETRUE,,
E02001970,Executive Wealth (ACORN),,0.00%,,E02001970,Executive Wealth (ACORN),TRUETRUE,,
E02001971,Executive Wealth (ACORN),,0.00%,,E02001971,Executive Wealth (ACORN),TRUETRUE,,
E02001972,Executive Wealth (ACORN),,0.00%,,E02001972,Executive Wealth (ACORN),TRUETRUE,,
E02001973,Executive Wealth (ACORN),,1.20%,,E02001973,Executive Wealth (ACORN),TRUETRUE,,
E02001974,Executive Wealth (ACORN),,0.60%,,E02001974,Executive Wealth (ACORN),TRUETRUE,,
E02001975,Executive Wealth (ACORN),,0.00%,,E02001975,Executive Wealth (ACORN),TRUETRUE,,
E02001976,Executive Wealth (ACORN),,2.20%,,E02001976,Executive Wealth (ACORN),TRUETRUE,,
E02001977,Executive Wealth (ACORN),,0.50%,,E02001977,Executive Wealth (ACORN),TRUETRUE,,
E02001978,Executive Wealth (ACORN),,0.00%,,E02001978,Executive Wealth (ACORN),TRUETRUE,,
E02001979,Executive Wealth (ACORN),,1.00%,,E02001979,Executive Wealth (ACORN),TRUETRUE,,
E02001980,Executive Wealth (ACORN),,14.80%,,E02001980,Executive Wealth (ACORN),TRUETRUE,,
E02001981,Executive Wealth (ACORN),,0.00%,,E02001981,Executive Wealth (ACORN),TRUETRUE,,
E02001982,Executive Wealth (ACORN),,11.40%,,E02001982,Executive Wealth (ACORN),TRUETRUE,,
E02001983,Executive Wealth (ACORN),,2.80%,,E02001983,Executive Wealth (ACORN),TRUETRUE,,
E02001984,Executive Wealth (ACORN),,4.40%,,E02001984,Executive Wealth (ACORN),TRUETRUE,,
E02001985,Executive Wealth (ACORN),,0.00%,,E02001985,Executive Wealth (ACORN),TRUETRUE,,
E02001986,Executive Wealth (ACORN),,5.40%,,E02001986,Executive Wealth (ACORN),TRUETRUE,,
E02001987,Executive Wealth (ACORN),,0.00%,,E02001987,Executive Wealth (ACORN),TRUETRUE,,
E02001988,Executive Wealth (ACORN),,0.20%,,E02001988,Executive Wealth (ACORN),TRUETRUE,,
E02001989,Executive Wealth (ACORN),,1.90%,,E02001989,Executive Wealth (ACORN),TRUETRUE,,
E02001990,Executive Wealth (ACORN),,19.00%,,E02001990,Executive Wealth (ACORN),TRUETRUE,,
E02001991,Executive Wealth (ACORN),,27.10%,,E02001991,Executive Wealth (ACORN),TRUETRUE,,
E02001992,Executive Wealth (ACORN),,0.00%,,E02001992,Executive Wealth (ACORN),TRUETRUE,,
E02001993,Executive Wealth (ACORN),,9.90%,,E02001993,Executive Wealth (ACORN),TRUETRUE,,
E02001994,Executive Wealth (ACORN),,3.60%,,E02001994,Executive Wealth (ACORN),TRUETRUE,,
E02001995,Executive Wealth (ACORN),,0.00%,,E02001995,Executive Wealth (ACORN),TRUETRUE,,
E02001996,Executive Wealth (ACORN),,0.00%,,E02001996,Executive Wealth (ACORN),TRUETRUE,,
E02001997,Executive Wealth (ACORN),,33.10%,,E02001997,Executive Wealth (ACORN),TRUETRUE,,
E02001998,Executive Wealth (ACORN),,19.10%,,E02001998,Executive Wealth (ACORN),TRUETRUE,,
E02001999,Executive Wealth (ACORN),,29.70%,,E02001999,Executive Wealth (ACORN),TRUETRUE,,
E02006805,Executive Wealth (ACORN),,0.80%,,E02006805,Executive Wealth (ACORN),TRUETRUE,,
E08000026,Executive Wealth (ACORN),,4.90%,,,,,,
E02001958,Feel Safe - Day Time,,98.57%,,E02001958,Feel Safe - Day Time,TRUETRUE,,
E02001959,Feel Safe - Day Time,,96.97%,,E02001959,Feel Safe - Day Time,TRUETRUE,,
E02001961,Feel Safe - Day Time,,96.83%,,E02001961,Feel Safe - Day Time,TRUETRUE,,
E02001962,Feel Safe - Day Time,,98.25%,,E02001962,Feel Safe - Day Time,TRUETRUE,,
E02001963,Feel Safe - Day Time,,94.44%,,E02001963,Feel Safe - Day Time,TRUETRUE,,
E02001964,Feel Safe - Day Time,,80.68%,,E02001964,Feel Safe - Day Time,TRUETRUE,,
E02001965,Feel Safe - Day Time,,91.03%,,E02001965,Feel Safe - Day Time,TRUETRUE,,
E02001966,Feel Safe - Day Time,,83.05%,,E02001966,Feel Safe - Day Time,TRUETRUE,,
E02001967,Feel Safe - Day Time,,89.55%,,E02001967,Feel Safe - Day Time,TRUETRUE,,
E02001968,Feel Safe - Day Time,,96.61%,,E02001968,Feel Safe - Day Time,TRUETRUE,,
E02001969,Feel Safe - Day Time,,100.00%,,E02001969,Feel Safe - Day Time,TRUETRUE,,
E02001970,Feel Safe - Day Time,,97.78%,,E02001970,Feel Safe - Day Time,TRUETRUE,,
E02001971,Feel Safe - Day Time,,98.55%,,E02001971,Feel Safe - Day Time,TRUETRUE,,
E02001972,Feel Safe - Day Time,,87.80%,,E02001972,Feel Safe - Day Time,TRUETRUE,,
E02001973,Feel Safe - Day Time,,92.86%,,E02001973,Feel Safe - Day Time,TRUETRUE,,
E02001974,Feel Safe - Day Time,,88.14%,,E02001974,Feel Safe - Day Time,TRUETRUE,,
E02001975,Feel Safe - Day Time,,96.00%,,E02001975,Feel Safe - Day Time,TRUETRUE,,
E02001976,Feel Safe - Day Time,,92.11%,,E02001976,Feel Safe - Day Time,TRUETRUE,,
E02001977,Feel Safe - Day Time,,88.98%,,E02001977,Feel Safe - Day Time,TRUETRUE,,
E02001978,Feel Safe - Day Time,,98.04%,,E02001978,Feel Safe - Day Time,TRUETRUE,,
E02001979,Feel Safe - Day Time,,98.11%,,E02001979,Feel Safe - Day Time,TRUETRUE,,
E02001980,Feel Safe - Day Time,,98.36%,,E02001980,Feel Safe - Day Time,TRUETRUE,,
E02001981,Feel Safe - Day Time,,92.42%,,E02001981,Feel Safe - Day Time,TRUETRUE,,
E02001982,Feel Safe - Day Time,,97.83%,,E02001982,Feel Safe - Day Time,TRUETRUE,,
E02001983,Feel Safe - Day Time,,98.78%,,E02001983,Feel Safe - Day Time,TRUETRUE,,
E02001984,Feel Safe - Day Time,,100.00%,,E02001984,Feel Safe - Day Time,TRUETRUE,,
E02001985,Feel Safe - Day Time,,90.00%,,E02001985,Feel Safe - Day Time,TRUETRUE,,
E02001986,Feel Safe - Day Time,,83.82%,,E02001986,Feel Safe - Day Time,TRUETRUE,,
E02001987,Feel Safe - Day Time,,98.33%,,E02001987,Feel Safe - Day Time,TRUETRUE,,
E02001988,Feel Safe - Day Time,,91.18%,,E02001988,Feel Safe - Day Time,TRUETRUE,,
E02001989,Feel Safe - Day Time,,92.86%,,E02001989,Feel Safe - Day Time,TRUETRUE,,
E02001990,Feel Safe - Day Time,,97.96%,,E02001990,Feel Safe - Day Time,TRUETRUE,,
E02001991,Feel Safe - Day Time,,98.85%,,E02001991,Feel Safe - Day Time,TRUETRUE,,
E02001992,Feel Safe - Day Time,,93.75%,,E02001992,Feel Safe - Day Time,TRUETRUE,,
E02001993,Feel Safe - Day Time,,91.23%,,E02001993,Feel Safe - Day Time,TRUETRUE,,
E02001994,Feel Safe - Day Time,,98.70%,,E02001994,Feel Safe - Day Time,TRUETRUE,,
E02001995,Feel Safe - Day Time,,95.59%,,E02001995,Feel Safe - Day Time,TRUETRUE,,
E02001996,Feel Safe - Day Time,,91.14%,,E02001996,Feel Safe - Day Time,TRUETRUE,,
E02001997,Feel Safe - Day Time,,97.56%,,E02001997,Feel Safe - Day Time,TRUETRUE,,
E02001998,Feel Safe - Day Time,,93.55%,,E02001998,Feel Safe - Day Time,TRUETRUE,,
E02001999,Feel Safe - Day Time,,89.53%,,E02001999,Feel Safe - Day Time,TRUETRUE,,
E02006805,Feel Safe - Day Time,,94.52%,,E02006805,Feel Safe - Day Time,TRUETRUE,,
E08000026,Feel Safe - Day Time,,94.06%,,,,,,
E02001958,Feel Safe - Night Time,,84.29%,,E02001958,Feel Safe - Night Time,TRUETRUE,,
E02001959,Feel Safe - Night Time,,89.39%,,E02001959,Feel Safe - Night Time,TRUETRUE,,
E02001961,Feel Safe - Night Time,,90.48%,,E02001961,Feel Safe - Night Time,TRUETRUE,,
E02001962,Feel Safe - Night Time,,89.47%,,E02001962,Feel Safe - Night Time,TRUETRUE,,
E02001963,Feel Safe - Night Time,,75.93%,,E02001963,Feel Safe - Night Time,TRUETRUE,,
E02001964,Feel Safe - Night Time,,61.36%,,E02001964,Feel Safe - Night Time,TRUETRUE,,
E02001965,Feel Safe - Night Time,,71.79%,,E02001965,Feel Safe - Night Time,TRUETRUE,,
E02001966,Feel Safe - Night Time,,64.41%,,E02001966,Feel Safe - Night Time,TRUETRUE,,
E02001967,Feel Safe - Night Time,,74.63%,,E02001967,Feel Safe - Night Time,TRUETRUE,,
E02001968,Feel Safe - Night Time,,61.02%,,E02001968,Feel Safe - Night Time,TRUETRUE,,
E02001969,Feel Safe - Night Time,,81.54%,,E02001969,Feel Safe - Night Time,TRUETRUE,,
E02001970,Feel Safe - Night Time,,77.78%,,E02001970,Feel Safe - Night Time,TRUETRUE,,
E02001971,Feel Safe - Night Time,,81.16%,,E02001971,Feel Safe - Night Time,TRUETRUE,,
E02001972,Feel Safe - Night Time,,50.00%,,E02001972,Feel Safe - Night Time,TRUETRUE,,
E02001973,Feel Safe - Night Time,,52.86%,,E02001973,Feel Safe - Night Time,TRUETRUE,,
E02001974,Feel Safe - Night Time,,57.63%,,E02001974,Feel Safe - Night Time,TRUETRUE,,
E02001975,Feel Safe - Night Time,,74.00%,,E02001975,Feel Safe - Night Time,TRUETRUE,,
E02001976,Feel Safe - Night Time,,68.42%,,E02001976,Feel Safe - Night Time,TRUETRUE,,
E02001977,Feel Safe - Night Time,,66.14%,,E02001977,Feel Safe - Night Time,TRUETRUE,,
E02001978,Feel Safe - Night Time,,80.39%,,E02001978,Feel Safe - Night Time,TRUETRUE,,
E02001979,Feel Safe - Night Time,,86.79%,,E02001979,Feel Safe - Night Time,TRUETRUE,,
E02001980,Feel Safe - Night Time,,95.08%,,E02001980,Feel Safe - Night Time,TRUETRUE,,
E02001981,Feel Safe - Night Time,,53.03%,,E02001981,Feel Safe - Night Time,TRUETRUE,,
E02001982,Feel Safe - Night Time,,93.48%,,E02001982,Feel Safe - Night Time,TRUETRUE,,
