MSOA,Attribute code,Attribute,Value,%
E02001981,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,2.73%
E02001982,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,9.09%
E02001983,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,7.62%
E02001984,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,11.48%
E02001985,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,10.45%
E02001986,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,7.69%
E02001987,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,7.14%
E02001988,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,6.99%
E02001989,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,17.90%
E02001990,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,9.33%
E02001991,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,23.40%
E02001992,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,7.03%
E02001993,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,4.37%
E02001994,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,12.50%
E02001995,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,13.16%
E02001996,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,8.86%
E02001997,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,18.83%
E02001998,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,10.45%
E02001999,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,17.31%
E02006805,HHS2021q41volunteerdduringcovid,% who volunteered formally or informally during the COVID-19 pandemic,,7.80%
E02001958,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,98.94%
E02001959,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,92.59%
E02001961,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,92.45%
E02001962,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,95.65%
E02001963,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,100.00%
E02001964,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,83.76%
E02001965,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,94.52%
E02001966,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,84.38%
E02001967,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,97.37%
E02001968,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,96.83%
E02001969,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,91.80%
E02001970,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,92.19%
E02001971,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,87.50%
E02001972,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,88.10%
E02001973,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,93.27%
E02001974,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,93.91%
E02001975,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,96.39%
E02001976,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,97.54%
E02001977,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,80.90%
E02001978,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,96.83%
E02001979,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,92.31%
E02001980,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,96.30%
E02001981,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,88.42%
E02001982,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,96.72%
E02001983,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,90.60%
E02001984,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,92.24%
E02001985,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,85.19%
E02001986,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,89.22%
E02001987,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,86.52%
E02001988,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,95.89%
E02001989,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,94.74%
E02001990,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,98.77%
E02001991,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,89.04%
E02001992,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,89.58%
E02001993,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,99.04%
E02001994,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,93.94%
E02001995,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,90.08%
E02001996,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,82.35%
E02001997,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,93.18%
E02001998,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,93.06%
E02001999,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,92.19%
E02006805,HHS2021q34azeromuseums,% say they've not attended a museum or gallery in Coventry in the last 12 months,,95.89%
E02001958,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,62.37%
E02001959,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,64.81%
E02001961,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,74.53%
E02001962,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,57.78%
E02001963,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,50.00%
E02001964,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,62.39%
E02001965,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,64.86%
E02001966,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,85.71%
E02001967,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,49.35%
E02001968,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,53.13%
E02001969,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,59.02%
E02001970,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,52.38%
E02001971,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,54.39%
E02001972,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,85.88%
E02001973,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,66.67%
E02001974,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,47.83%
E02001975,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,46.43%
E02001976,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,70.16%
E02001977,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,66.29%
E02001978,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,71.88%
E02001979,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,40.66%
E02001980,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,53.09%
E02001981,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,78.13%
E02001982,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,50.82%
E02001983,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,56.03%
E02001984,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,49.57%
E02001985,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,70.37%
E02001986,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,54.81%
E02001987,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,51.65%
E02001988,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,46.58%
E02001989,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,42.11%
E02001990,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,57.83%
E02001991,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,52.05%
E02001992,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,62.89%
E02001993,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,80.77%
E02001994,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,64.95%
E02001995,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,60.31%
E02001996,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,61.90%
E02001997,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,67.42%
E02001998,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,57.53%
E02001999,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,65.63%
E02006805,HHS2021q34bzeropubsclubs,"% say they've not attended a pub, club or bar in Coventry in the last 12 months",,72.97%
E02001958,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,86.02%
E02001959,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,94.44%
E02001961,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,95.05%
E02001962,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,93.33%
E02001963,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,97.56%
E02001964,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,82.91%
E02001965,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,89.04%
E02001966,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,87.30%
E02001967,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,86.84%
E02001968,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,91.80%
E02001969,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,93.33%
E02001970,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,89.06%
E02001971,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,91.23%
E02001972,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,89.29%
E02001973,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,90.38%
E02001974,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,82.30%
E02001975,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,90.00%
E02001976,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,96.69%
E02001977,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,85.39%
E02001978,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,82.54%
E02001979,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,95.65%
E02001980,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,88.89%
E02001981,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,90.53%
E02001982,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,86.67%
E02001983,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,88.14%
E02001984,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,86.96%
E02001985,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,86.25%
E02001986,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,90.29%
E02001987,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,75.56%
E02001988,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,83.78%
E02001989,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,77.89%
E02001990,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,93.83%
E02001991,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,80.00%
E02001992,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,95.79%
E02001993,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,91.35%
E02001994,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,93.81%
E02001995,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,89.31%
E02001996,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,85.37%
E02001997,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,95.40%
E02001998,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,91.67%
E02001999,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,79.37%
E02006805,HHS2021q34czeroliveevents,% say they've not attended a live event in Coventry in the last 12 months,,73.97%
E02001958,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,85.87%
E02001959,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,92.45%
E02001961,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,98.02%
E02001962,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,97.78%
E02001963,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,92.77%
E02001964,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,83.76%
E02001965,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,87.84%
E02001966,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,88.89%
E02001967,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,92.11%
E02001968,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,91.94%
E02001969,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,88.14%
E02001970,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,89.06%
E02001971,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,94.64%
E02001972,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,96.43%
E02001973,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,90.29%
E02001974,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,81.74%
E02001975,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,89.41%
E02001976,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,95.93%
E02001977,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,89.89%
E02001978,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,79.69%
E02001979,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,100.00%
E02001980,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,85.19%
E02001981,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,90.43%
E02001982,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,91.74%
E02001983,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,94.78%
E02001984,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,86.21%
E02001985,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,82.72%
E02001986,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,90.29%
E02001987,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,85.56%
E02001988,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,87.84%
E02001989,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,82.11%
E02001990,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,97.50%
E02001991,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,85.52%
E02001992,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,96.77%
E02001993,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,97.12%
E02001994,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,95.92%
E02001995,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,93.13%
E02001996,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,92.68%
E02001997,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,94.38%
E02001998,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,93.06%
E02001999,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,81.25%
E02006805,HHS2021q34dzerolivemusic,% say they've not attended live music in Coventry in the last 12 months,,79.45%
E02001958,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,96.74%
E02001959,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,96.30%
E02001961,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,90.57%
E02001962,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,97.78%
E02001963,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,86.75%
E02001964,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,85.34%
E02001965,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,89.19%
E02001966,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,90.32%
E02001967,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,85.53%
E02001968,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,96.83%
E02001969,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,98.31%
E02001970,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,87.30%
E02001971,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,92.86%
E02001972,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,98.81%
E02001973,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,96.08%
E02001974,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,88.70%
E02001975,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,92.77%
E02001976,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,97.52%
E02001977,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,94.38%
E02001978,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,95.31%
E02001979,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,93.48%
E02001980,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,96.25%
E02001981,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,89.36%
E02001982,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,95.87%
E02001983,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,95.69%
E02001984,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,84.48%
E02001985,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,93.42%
E02001986,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,90.20%
E02001987,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,92.22%
E02001988,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,97.26%
E02001989,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,83.33%
E02001990,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,95.00%
E02001991,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,88.97%
E02001992,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,98.95%
E02001993,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,98.06%
E02001994,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,90.82%
E02001995,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,90.84%
E02001996,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,96.34%
E02001997,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,93.26%
E02001998,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,91.67%
E02001999,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,87.10%
E02006805,HHS2021q34ezerotheatre,% say they've not attended theatre performances in Coventry in the last 12 months,,89.04%
E02001958,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,85.87%
E02001959,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,71.70%
E02001961,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,94.29%
E02001962,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,95.56%
E02001963,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,88.10%
E02001964,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,80.17%
E02001965,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,82.43%
E02001966,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,80.65%
E02001967,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,82.89%
E02001968,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,85.48%
E02001969,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,80.33%
E02001970,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,93.65%
E02001971,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,91.07%
E02001972,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,84.34%
E02001973,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,80.77%
E02001974,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,82.46%
E02001975,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,80.72%
E02001976,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,89.34%
E02001977,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,84.27%
E02001978,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,90.48%
E02001979,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,86.96%
E02001980,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,81.25%
E02001981,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,78.49%
E02001982,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,85.12%
E02001983,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,86.32%
E02001984,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,71.55%
E02001985,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,82.93%
E02001986,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,88.35%
E02001987,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,91.11%
E02001988,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,86.30%
E02001989,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,85.26%
E02001990,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,86.25%
E02001991,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,86.90%
E02001992,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,86.46%
E02001993,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,91.35%
E02001994,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,87.76%
E02001995,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,78.63%
E02001996,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,82.72%
E02001997,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,94.32%
E02001998,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,91.78%
E02001999,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,76.19%
E02006805,HHS2021q34fzerocinema,% say they've not attended cinema in Coventry in the last 12 months,,71.23%
