MSOA,Attribute,Value,%,DupValues+.01
E02001981,TGI-Leisure_Cinema_Ever go to the cinema,8138,77.63%,0.7763
E02001971,TGI-Leisure_Cinema_Ever go to the cinema,3934,77.76%,0.7776
E02001975,TGI-Leisure_Cinema_Ever go to the cinema,5066,77.76%,0.7876
E02001967,TGI-Leisure_Cinema_Ever go to the cinema,4615,77.96%,0.7796
E02001984,TGI-Leisure_Cinema_Ever go to the cinema,6688,78.12%,0.7812
E02001991,TGI-Leisure_Cinema_Ever go to the cinema,6340,78.14%,0.7814
E02001982,TGI-Leisure_Cinema_Ever go to the cinema,5583,78.15%,0.7815
E02001989,TGI-Leisure_Cinema_Ever go to the cinema,4207,78.31%,0.7831
E02001974,TGI-Leisure_Cinema_Ever go to the cinema,6429,78.73%,0.7873
E02001977,TGI-Leisure_Cinema_Ever go to the cinema,6498,79.53%,0.7953
E02001985,TGI-Leisure_Cinema_Ever go to the cinema,6709,82.69%,0.8269
E02001987,TGI-Leisure_Cinema_Ever go to the cinema,5141,83.87%,0.8387
E02001988,TGI-Leisure_Cinema_Ever go to the cinema,8086,84.00%,0.84
E02001999,TGI-Leisure_Cinema_Ever go to the cinema,9873,84.91%,0.8491
E02001996,TGI-Leisure_Cinema_Go every two or three months,630,11.01%,0.1101
E02001964,TGI-Leisure_Cinema_Go every two or three months,830,11.23%,0.1123
E02001970,TGI-Leisure_Cinema_Go every two or three months,591,11.76%,0.1176
E02001961,TGI-Leisure_Cinema_Go every two or three months,799,12.15%,0.1215
E02001992,TGI-Leisure_Cinema_Go every two or three months,1015,12.24%,0.1224
E02001986,TGI-Leisure_Cinema_Go every two or three months,839,12.46%,0.1246
E02001973,TGI-Leisure_Cinema_Go every two or three months,887,12.58%,0.1258
E02001969,TGI-Leisure_Cinema_Go every two or three months,692,12.94%,0.1294
E02001995,TGI-Leisure_Cinema_Go every two or three months,1061,13.14%,0.1314
E02001979,TGI-Leisure_Cinema_Go every two or three months,667,13.34%,0.1334
E02001980,TGI-Leisure_Cinema_Go every two or three months,724,13.45%,0.1345
E02001993,TGI-Leisure_Cinema_Go every two or three months,894,13.64%,0.1364
E02001958,TGI-Leisure_Cinema_Go every two or three months,927,13.80%,0.138
E02001994,TGI-Leisure_Cinema_Go every two or three months,985,13.83%,0.1383
E02001976,TGI-Leisure_Cinema_Go every two or three months,907,13.89%,0.1389
E02001963,TGI-Leisure_Cinema_Go every two or three months,738,14.09%,0.1409
E02001965,TGI-Leisure_Cinema_Go every two or three months,992,14.11%,0.1411
E02001959,TGI-Leisure_Cinema_Go every two or three months,813,14.12%,0.1412
E02001983,TGI-Leisure_Cinema_Go every two or three months,937,14.18%,0.1418
E02001968,TGI-Leisure_Cinema_Go every two or three months,902,14.41%,0.1441
E02006805,TGI-Leisure_Cinema_Go every two or three months,1054,14.57%,0.1457
E02001962,TGI-Leisure_Cinema_Go every two or three months,764,14.61%,0.1461
E02001990,TGI-Leisure_Cinema_Go every two or three months,1211,14.69%,0.1469
E02001982,TGI-Leisure_Cinema_Go every two or three months,1052,14.73%,0.1473
E02001997,TGI-Leisure_Cinema_Go every two or three months,1121,14.90%,0.149
E02001977,TGI-Leisure_Cinema_Go every two or three months,1226,15.00%,0.15
E02001978,TGI-Leisure_Cinema_Go every two or three months,826,15.03%,0.1503
E02001975,TGI-Leisure_Cinema_Go every two or three months,1005,15.43%,0.1543
E02001974,TGI-Leisure_Cinema_Go every two or three months,1263,15.47%,0.1547
E02001984,TGI-Leisure_Cinema_Go every two or three months,1331,15.55%,0.1555
E02001991,TGI-Leisure_Cinema_Go every two or three months,1267,15.61%,0.1561
E02001989,TGI-Leisure_Cinema_Go every two or three months,839,15.62%,0.1562
E02001971,TGI-Leisure_Cinema_Go every two or three months,792,15.66%,0.1566
E02001967,TGI-Leisure_Cinema_Go every two or three months,929,15.69%,0.1569
E02001998,TGI-Leisure_Cinema_Go every two or three months,830,15.97%,0.1597
E02001987,TGI-Leisure_Cinema_Go every two or three months,1007,16.43%,0.1643
E02001972,TGI-Leisure_Cinema_Go every two or three months,1376,16.48%,0.1648
E02001985,TGI-Leisure_Cinema_Go every two or three months,1387,17.10%,0.171
E02001981,TGI-Leisure_Cinema_Go every two or three months,1820,17.36%,0.1736
E02001988,TGI-Leisure_Cinema_Go every two or three months,1736,18.03%,0.1803
E02001966,TGI-Leisure_Cinema_Go every two or three months,1002,19.29%,0.1929
E02001999,TGI-Leisure_Cinema_Go every two or three months,2322,19.97%,0.1997
E02001970,TGI-Leisure_Cinema_Go once or more a month,591,11.76%,0.1176
E02001959,TGI-Leisure_Cinema_Go once or more a month,679,11.80%,0.118
E02001963,TGI-Leisure_Cinema_Go once or more a month,621,11.86%,0.1186
E02001965,TGI-Leisure_Cinema_Go once or more a month,839,11.93%,0.1193
E02001980,TGI-Leisure_Cinema_Go once or more a month,647,12.02%,0.1202
E02001975,TGI-Leisure_Cinema_Go once or more a month,791,12.14%,0.1214
E02001979,TGI-Leisure_Cinema_Go once or more a month,608,12.16%,0.1216
E02001990,TGI-Leisure_Cinema_Go once or more a month,1012,12.28%,0.1228
E02001961,TGI-Leisure_Cinema_Go once or more a month,818,12.44%,0.1244
E02001971,TGI-Leisure_Cinema_Go once or more a month,633,12.51%,0.1251
E02001969,TGI-Leisure_Cinema_Go once or more a month,670,12.53%,0.1253
E02001976,TGI-Leisure_Cinema_Go once or more a month,831,12.73%,0.1273
E02001996,TGI-Leisure_Cinema_Go once or more a month,730,12.75%,0.1275
E02001992,TGI-Leisure_Cinema_Go once or more a month,1060,12.79%,0.1279
E02001958,TGI-Leisure_Cinema_Go once or more a month,860,12.80%,0.128
E02001986,TGI-Leisure_Cinema_Go once or more a month,870,12.92%,0.1292
E02001994,TGI-Leisure_Cinema_Go once or more a month,922,12.95%,0.1295
E02001984,TGI-Leisure_Cinema_Go once or more a month,1114,13.01%,0.1301
E02001997,TGI-Leisure_Cinema_Go once or more a month,983,13.07%,0.1307
E02001967,TGI-Leisure_Cinema_Go once or more a month,780,13.18%,0.1318
E02001989,TGI-Leisure_Cinema_Go once or more a month,712,13.25%,0.1325
E02001968,TGI-Leisure_Cinema_Go once or more a month,835,13.34%,0.1334
E02001983,TGI-Leisure_Cinema_Go once or more a month,882,13.35%,0.1335
E02001964,TGI-Leisure_Cinema_Go once or more a month,1006,13.61%,0.1361
E02001978,TGI-Leisure_Cinema_Go once or more a month,759,13.81%,0.1381
E02001998,TGI-Leisure_Cinema_Go once or more a month,724,13.93%,0.1393
E02006805,TGI-Leisure_Cinema_Go once or more a month,1011,13.97%,0.1397
E02001974,TGI-Leisure_Cinema_Go once or more a month,1142,13.98%,0.1398
E02001982,TGI-Leisure_Cinema_Go once or more a month,1001,14.01%,0.1401
E02001993,TGI-Leisure_Cinema_Go once or more a month,924,14.10%,0.141
E02001973,TGI-Leisure_Cinema_Go once or more a month,1020,14.46%,0.1446
E02001962,TGI-Leisure_Cinema_Go once or more a month,784,14.99%,0.1499
E02001991,TGI-Leisure_Cinema_Go once or more a month,1257,15.49%,0.1549
E02001995,TGI-Leisure_Cinema_Go once or more a month,1335,16.53%,0.1653
E02001972,TGI-Leisure_Cinema_Go once or more a month,1515,18.15%,0.1815
E02001977,TGI-Leisure_Cinema_Go once or more a month,1540,18.85%,0.1885
E02001966,TGI-Leisure_Cinema_Go once or more a month,989,19.04%,0.1904
E02001999,TGI-Leisure_Cinema_Go once or more a month,2225,19.14%,0.1914
E02001981,TGI-Leisure_Cinema_Go once or more a month,2015,19.22%,0.1922
E02001987,TGI-Leisure_Cinema_Go once or more a month,1207,19.69%,0.1969
E02001985,TGI-Leisure_Cinema_Go once or more a month,1603,19.76%,0.1976
E02001988,TGI-Leisure_Cinema_Go once or more a month,2054,21.34%,0.2134
E02001999,TGI-Leisure_Cinema_Never go,1754,15.09%,0.1509
E02001988,TGI-Leisure_Cinema_Never go,1540,16.00%,0.16
E02001987,TGI-Leisure_Cinema_Never go,989,16.13%,0.1613
E02001985,TGI-Leisure_Cinema_Never go,1404,17.31%,0.1731
E02001977,TGI-Leisure_Cinema_Never go,1673,20.47%,0.2047
E02001974,TGI-Leisure_Cinema_Never go,1737,21.27%,0.2127
E02001989,TGI-Leisure_Cinema_Never go,1165,21.69%,0.2169
E02001982,TGI-Leisure_Cinema_Never go,1561,21.85%,0.2185
E02001991,TGI-Leisure_Cinema_Never go,1774,21.86%,0.2186
E02001984,TGI-Leisure_Cinema_Never go,1873,21.88%,0.2188
E02001967,TGI-Leisure_Cinema_Never go,1305,22.04%,0.2204
E02001971,TGI-Leisure_Cinema_Never go,1125,22.24%,0.2224
E02001975,TGI-Leisure_Cinema_Never go,1449,22.24%,0.2324
E02001981,TGI-Leisure_Cinema_Never go,2345,22.37%,0.2237
E02006805,TGI-Leisure_Cinema_Never go,1630,22.53%,0.2253
E02001998,TGI-Leisure_Cinema_Never go,1182,22.74%,0.2274
E02001968,TGI-Leisure_Cinema_Never go,1458,23.30%,0.233
E02001978,TGI-Leisure_Cinema_Never go,1330,24.20%,0.242
E02001990,TGI-Leisure_Cinema_Never go,2004,24.31%,0.2431
E02001983,TGI-Leisure_Cinema_Never go,1610,24.36%,0.2436
E02001959,TGI-Leisure_Cinema_Never go,1439,25.00%,0.25
E02001993,TGI-Leisure_Cinema_Never go,1649,25.16%,0.2516
E02001962,TGI-Leisure_Cinema_Never go,1316,25.17%,0.2517
E02001958,TGI-Leisure_Cinema_Never go,1704,25.37%,0.2537
E02001997,TGI-Leisure_Cinema_Never go,1924,25.58%,0.2558
E02001994,TGI-Leisure_Cinema_Never go,1835,25.77%,0.2577
E02001965,TGI-Leisure_Cinema_Never go,1820,25.89%,0.2589
E02001976,TGI-Leisure_Cinema_Never go,1705,26.11%,0.2611
E02001992,TGI-Leisure_Cinema_Never go,2179,26.28%,0.2628
E02001963,TGI-Leisure_Cinema_Never go,1380,26.35%,0.2635
E02001995,TGI-Leisure_Cinema_Never go,2130,26.37%,0.2637
E02001964,TGI-Leisure_Cinema_Never go,1959,26.51%,0.2651
E02001980,TGI-Leisure_Cinema_Never go,1428,26.53%,0.2653
E02001979,TGI-Leisure_Cinema_Never go,1336,26.71%,0.2671
E02001966,TGI-Leisure_Cinema_Never go,1407,27.08%,0.2708
E02001969,TGI-Leisure_Cinema_Never go,1460,27.29%,0.2729
E02001972,TGI-Leisure_Cinema_Never go,2291,27.44%,0.2744
E02001986,TGI-Leisure_Cinema_Never go,1851,27.49%,0.2749
E02001973,TGI-Leisure_Cinema_Never go,1947,27.61%,0.2761
E02001961,TGI-Leisure_Cinema_Never go,1861,28.29%,0.2829
E02001996,TGI-Leisure_Cinema_Never go,1672,29.21%,0.2921
E02001970,TGI-Leisure_Cinema_Never go,1535,30.55%,0.3055
E02001964,TGI-Leisure_Classical concerts,520,7.04%,0.0704
E02001996,TGI-Leisure_Classical concerts,423,7.39%,0.0739
E02001961,TGI-Leisure_Classical concerts,493,7.49%,0.0749
E02001992,TGI-Leisure_Classical concerts,647,7.80%,0.078
E02001969,TGI-Leisure_Classical concerts,459,8.58%,0.0858
E02006805,TGI-Leisure_Classical concerts,642,8.87%,0.0887
E02001975,TGI-Leisure_Classical concerts,602,9.24%,0.0924
E02001986,TGI-Leisure_Classical concerts,626,9.30%,0.093
E02001968,TGI-Leisure_Classical concerts,583,9.32%,0.0932
E02001971,TGI-Leisure_Classical concerts,476,9.41%,0.0941
E02001962,TGI-Leisure_Classical concerts,498,9.52%,0.0952
E02001973,TGI-Leisure_Classical concerts,682,9.67%,0.0967
E02001958,TGI-Leisure_Classical concerts,651,9.69%,0.0969
E02001959,TGI-Leisure_Classical concerts,578,10.04%,0.1004
E02001965,TGI-Leisure_Classical concerts,710,10.10%,0.101
E02001963,TGI-Leisure_Classical concerts,534,10.19%,0.1019
E02001976,TGI-Leisure_Classical concerts,667,10.21%,0.1021
E02001984,TGI-Leisure_Classical concerts,895,10.45%,0.1045
E02001989,TGI-Leisure_Classical concerts,566,10.54%,0.1054
E02001982,TGI-Leisure_Classical concerts,777,10.88%,0.1088
E02001978,TGI-Leisure_Classical concerts,605,11.01%,0.1101
E02001970,TGI-Leisure_Classical concerts,565,11.24%,0.1124
E02001990,TGI-Leisure_Classical concerts,952,11.55%,0.1155
E02001974,TGI-Leisure_Classical concerts,952,11.66%,0.1166
E02001979,TGI-Leisure_Classical concerts,590,11.80%,0.118
E02001983,TGI-Leisure_Classical concerts,789,11.94%,0.1194
E02001972,TGI-Leisure_Classical concerts,1003,12.01%,0.1201
E02001994,TGI-Leisure_Classical concerts,865,12.15%,0.1215
E02001966,TGI-Leisure_Classical concerts,673,12.95%,0.1295
E02001993,TGI-Leisure_Classical concerts,863,13.17%,0.1317
E02001995,TGI-Leisure_Classical concerts,1075,13.31%,0.1331
E02001981,TGI-Leisure_Classical concerts,1396,13.32%,0.1332
E02001980,TGI-Leisure_Classical concerts,729,13.54%,0.1354
E02001977,TGI-Leisure_Classical concerts,1116,13.66%,0.1366
E02001967,TGI-Leisure_Classical concerts,812,13.72%,0.1372
E02001998,TGI-Leisure_Classical concerts,734,14.12%,0.1412
E02001985,TGI-Leisure_Classical concerts,1174,14.47%,0.1447
E02001988,TGI-Leisure_Classical concerts,1552,16.12%,0.1612
E02001997,TGI-Leisure_Classical concerts,1221,16.23%,0.1623
E02001987,TGI-Leisure_Classical concerts,1025,16.72%,0.1672
E02001991,TGI-Leisure_Classical concerts,1498,18.46%,0.1846
E02001999,TGI-Leisure_Classical concerts,2507,21.56%,0.2156
E02001964,TGI-Leisure_Comedy Shows,1260,17.05%,0.1705
E02001996,TGI-Leisure_Comedy Shows,978,17.09%,0.1709
E02001966,TGI-Leisure_Comedy Shows,903,17.38%,0.1738
E02001972,TGI-Leisure_Comedy Shows,1495,17.91%,0.1791
E02001961,TGI-Leisure_Comedy Shows,1236,18.79%,0.1879
E02001992,TGI-Leisure_Comedy Shows,1565,18.88%,0.1888
E02001973,TGI-Leisure_Comedy Shows,1379,19.55%,0.1955
E02001986,TGI-Leisure_Comedy Shows,1325,19.68%,0.1968
E02001962,TGI-Leisure_Comedy Shows,1030,19.70%,0.197
E02001969,TGI-Leisure_Comedy Shows,1077,20.13%,0.2013
E02001970,TGI-Leisure_Comedy Shows,1031,20.52%,0.2052
E02006805,TGI-Leisure_Comedy Shows,1544,21.34%,0.2134
E02001980,TGI-Leisure_Comedy Shows,1166,21.66%,0.2166
E02001993,TGI-Leisure_Comedy Shows,1424,21.73%,0.2173
E02001979,TGI-Leisure_Comedy Shows,1097,21.94%,0.2194
E02001963,TGI-Leisure_Comedy Shows,1163,22.20%,0.222
E02001997,TGI-Leisure_Comedy Shows,1675,22.27%,0.2227
E02001981,TGI-Leisure_Comedy Shows,2335,22.27%,0.2327
E02001968,TGI-Leisure_Comedy Shows,1394,22.28%,0.2228
E02001994,TGI-Leisure_Comedy Shows,1589,22.31%,0.2231
E02001976,TGI-Leisure_Comedy Shows,1461,22.37%,0.2237
E02001965,TGI-Leisure_Comedy Shows,1573,22.38%,0.2238
E02001995,TGI-Leisure_Comedy Shows,1816,22.49%,0.2249
E02001958,TGI-Leisure_Comedy Shows,1511,22.50%,0.225
E02001959,TGI-Leisure_Comedy Shows,1300,22.59%,0.2259
E02001978,TGI-Leisure_Comedy Shows,1279,23.27%,0.2327
E02001990,TGI-Leisure_Comedy Shows,1949,23.65%,0.2365
E02001983,TGI-Leisure_Comedy Shows,1580,23.91%,0.2391
E02001977,TGI-Leisure_Comedy Shows,1966,24.06%,0.2406
E02001991,TGI-Leisure_Comedy Shows,1966,24.23%,0.2423
E02001984,TGI-Leisure_Comedy Shows,2087,24.38%,0.2438
E02001982,TGI-Leisure_Comedy Shows,1743,24.40%,0.244
E02001967,TGI-Leisure_Comedy Shows,1451,24.51%,0.2451
E02001971,TGI-Leisure_Comedy Shows,1241,24.53%,0.2453
E02001989,TGI-Leisure_Comedy Shows,1319,24.55%,0.2455
E02001975,TGI-Leisure_Comedy Shows,1603,24.60%,0.246
E02001998,TGI-Leisure_Comedy Shows,1288,24.78%,0.2478
E02001974,TGI-Leisure_Comedy Shows,2056,25.18%,0.2518
E02001985,TGI-Leisure_Comedy Shows,2088,25.74%,0.2574
E02001987,TGI-Leisure_Comedy Shows,1615,26.35%,0.2635
E02001988,TGI-Leisure_Comedy Shows,2679,27.83%,0.2783
E02001999,TGI-Leisure_Comedy Shows,3444,29.62%,0.2962
E02001961,TGI-Leisure_Contemp-orary dance,353,5.37%,0.0537
E02001963,TGI-Leisure_Contemp-orary dance,286,5.46%,0.0546
E02001959,TGI-Leisure_Contemp-orary dance,315,5.47%,0.0547
E02001975,TGI-Leisure_Contemp-orary dance,366,5.62%,0.0562
E02001965,TGI-Leisure_Contemp-orary dance,396,5.63%,0.0563
E02001979,TGI-Leisure_Contemp-orary dance,282,5.64%,0.0564
E02001990,TGI-Leisure_Contemp-orary dance,465,5.64%,0.0664
E02001992,TGI-Leisure_Contemp-orary dance,468,5.65%,0.0565
E02001996,TGI-Leisure_Contemp-orary dance,324,5.66%,0.0566
E02001971,TGI-Leisure_Contemp-orary dance,292,5.77%,0.0577
E02001964,TGI-Leisure_Contemp-orary dance,428,5.79%,0.0579
E02001969,TGI-Leisure_Contemp-orary dance,311,5.81%,0.0581
E02001970,TGI-Leisure_Contemp-orary dance,295,5.87%,0.0587
E02001986,TGI-Leisure_Contemp-orary dance,397,5.90%,0.059
E02001980,TGI-Leisure_Contemp-orary dance,325,6.04%,0.0604
E02001976,TGI-Leisure_Contemp-orary dance,396,6.06%,0.0606
E02001958,TGI-Leisure_Contemp-orary dance,414,6.16%,0.0616
E02001982,TGI-Leisure_Contemp-orary dance,443,6.20%,0.062
E02001994,TGI-Leisure_Contemp-orary dance,445,6.25%,0.0625
E02001989,TGI-Leisure_Contemp-orary dance,343,6.38%,0.0638
E02001968,TGI-Leisure_Contemp-orary dance,401,6.41%,0.0641
E02001967,TGI-Leisure_Contemp-orary dance,382,6.45%,0.0645
E02006805,TGI-Leisure_Contemp-orary dance,470,6.50%,0.065
E02001984,TGI-Leisure_Contemp-orary dance,557,6.51%,0.0651
E02001983,TGI-Leisure_Contemp-orary dance,432,6.54%,0.0654
E02001974,TGI-Leisure_Contemp-orary dance,540,6.61%,0.0661
E02001993,TGI-Leisure_Contemp-orary dance,454,6.93%,0.0693
E02001973,TGI-Leisure_Contemp-orary dance,499,7.08%,0.0708
E02001978,TGI-Leisure_Contemp-orary dance,397,7.22%,0.0722
E02001998,TGI-Leisure_Contemp-orary dance,383,7.37%,0.0737
E02001962,TGI-Leisure_Contemp-orary dance,388,7.42%,0.0742
E02001997,TGI-Leisure_Contemp-orary dance,564,7.50%,0.075
E02001991,TGI-Leisure_Contemp-orary dance,713,8.79%,0.0879
E02001995,TGI-Leisure_Contemp-orary dance,737,9.13%,0.0913
E02001987,TGI-Leisure_Contemp-orary dance,572,9.33%,0.0933
E02001977,TGI-Leisure_Contemp-orary dance,804,9.84%,0.0984
E02001972,TGI-Leisure_Contemp-orary dance,842,10.09%,0.1009
E02001985,TGI-Leisure_Contemp-orary dance,892,10.99%,0.1099
E02001966,TGI-Leisure_Contemp-orary dance,580,11.16%,0.1116
E02001981,TGI-Leisure_Contemp-orary dance,1182,11.28%,0.1128
E02001999,TGI-Leisure_Contemp-orary dance,1461,12.57%,0.1257
E02001988,TGI-Leisure_Contemp-orary dance,1253,13.02%,0.1302
E02001996,TGI-Leisure_Jazz concerts,297,5.19%,0.0519
E02001964,TGI-Leisure_Jazz concerts,387,5.24%,0.0524
E02001992,TGI-Leisure_Jazz concerts,459,5.54%,0.0554
E02001961,TGI-Leisure_Jazz concerts,366,5.56%,0.0556
E02001969,TGI-Leisure_Jazz concerts,324,6.06%,0.0606
E02001986,TGI-Leisure_Jazz concerts,418,6.21%,0.0621
E02001975,TGI-Leisure_Jazz concerts,408,6.26%,0.0626
E02001971,TGI-Leisure_Jazz concerts,322,6.36%,0.0636
E02001965,TGI-Leisure_Jazz concerts,454,6.46%,0.0646
E02001963,TGI-Leisure_Jazz concerts,341,6.51%,0.0651
E02006805,TGI-Leisure_Jazz concerts,471,6.51%,0.0751
E02001968,TGI-Leisure_Jazz concerts,408,6.52%,0.0652
E02001959,TGI-Leisure_Jazz concerts,376,6.53%,0.0653
E02001958,TGI-Leisure_Jazz concerts,453,6.74%,0.0674
E02001976,TGI-Leisure_Jazz concerts,444,6.80%,0.068
E02001973,TGI-Leisure_Jazz concerts,487,6.90%,0.069
E02001970,TGI-Leisure_Jazz concerts,356,7.08%,0.0708
E02001962,TGI-Leisure_Jazz concerts,370,7.08%,0.0808
E02001990,TGI-Leisure_Jazz concerts,592,7.18%,0.0718
E02001982,TGI-Leisure_Jazz concerts,523,7.32%,0.0732
E02001989,TGI-Leisure_Jazz concerts,398,7.41%,0.0741
E02001979,TGI-Leisure_Jazz concerts,372,7.44%,0.0744
E02001984,TGI-Leisure_Jazz concerts,645,7.53%,0.0753
E02001978,TGI-Leisure_Jazz concerts,426,7.75%,0.0775
E02001974,TGI-Leisure_Jazz concerts,635,7.78%,0.0778
E02001983,TGI-Leisure_Jazz concerts,535,8.10%,0.081
E02001980,TGI-Leisure_Jazz concerts,438,8.14%,0.0814
E02001994,TGI-Leisure_Jazz concerts,580,8.14%,0.0914
E02001967,TGI-Leisure_Jazz concerts,501,8.46%,0.0846
E02001993,TGI-Leisure_Jazz concerts,568,8.67%,0.0867
E02001998,TGI-Leisure_Jazz concerts,452,8.70%,0.087
E02001995,TGI-Leisure_Jazz concerts,730,9.04%,0.0904
E02001972,TGI-Leisure_Jazz concerts,780,9.34%,0.0934
E02001977,TGI-Leisure_Jazz concerts,787,9.63%,0.0963
E02001997,TGI-Leisure_Jazz concerts,730,9.70%,0.097
E02001981,TGI-Leisure_Jazz concerts,1067,10.18%,0.1018
E02001985,TGI-Leisure_Jazz concerts,841,10.37%,0.1037
E02001966,TGI-Leisure_Jazz concerts,556,10.70%,0.107
E02001987,TGI-Leisure_Jazz concerts,669,10.91%,0.1091
E02001991,TGI-Leisure_Jazz concerts,939,11.57%,0.1157
E02001988,TGI-Leisure_Jazz concerts,1177,12.23%,0.1223
E02001999,TGI-Leisure_Jazz concerts,1724,14.83%,0.1483
E02001964,TGI-Leisure_Museums,1314,17.78%,0.1778
E02001996,TGI-Leisure_Museums,1024,17.89%,0.1789
E02001992,TGI-Leisure_Museums,1555,18.76%,0.1876
E02001961,TGI-Leisure_Museums,1240,18.85%,0.1885
E02001986,TGI-Leisure_Museums,1294,19.22%,0.1922
E02001969,TGI-Leisure_Museums,1034,19.33%,0.1933
E02001970,TGI-Leisure_Museums,986,19.62%,0.1962
E02001965,TGI-Leisure_Museums,1391,19.79%,0.1979
E02001963,TGI-Leisure_Museums,1049,20.03%,0.2003
E02001958,TGI-Leisure_Museums,1350,20.10%,0.201
E02001959,TGI-Leisure_Museums,1163,20.21%,0.2021
E02001976,TGI-Leisure_Museums,1321,20.23%,0.2023
E02001975,TGI-Leisure_Museums,1335,20.49%,0.2049
E02001971,TGI-Leisure_Museums,1041,20.58%,0.2058
E02001973,TGI-Leisure_Museums,1455,20.63%,0.2063
E02001990,TGI-Leisure_Museums,1705,20.69%,0.2069
E02001968,TGI-Leisure_Museums,1299,20.76%,0.2076
E02001979,TGI-Leisure_Museums,1045,20.90%,0.209
E02001984,TGI-Leisure_Museums,1794,20.96%,0.2096
E02006805,TGI-Leisure_Museums,1521,21.02%,0.2102
E02001989,TGI-Leisure_Museums,1130,21.03%,0.2103
E02001982,TGI-Leisure_Museums,1509,21.12%,0.2112
E02001962,TGI-Leisure_Museums,1107,21.17%,0.2117
E02001994,TGI-Leisure_Museums,1539,21.61%,0.2161
E02001967,TGI-Leisure_Museums,1280,21.62%,0.2162
E02001978,TGI-Leisure_Museums,1193,21.71%,0.2171
E02001980,TGI-Leisure_Museums,1186,22.03%,0.2203
E02001983,TGI-Leisure_Museums,1464,22.15%,0.2215
E02001974,TGI-Leisure_Museums,1835,22.47%,0.2247
E02001998,TGI-Leisure_Museums,1196,23.01%,0.2301
E02001993,TGI-Leisure_Museums,1526,23.28%,0.2328
E02001995,TGI-Leisure_Museums,1889,23.39%,0.2339
E02001972,TGI-Leisure_Museums,1979,23.70%,0.237
E02001997,TGI-Leisure_Museums,1806,24.01%,0.2401
E02001966,TGI-Leisure_Museums,1331,25.62%,0.2562
E02001977,TGI-Leisure_Museums,2094,25.63%,0.2563
E02001981,TGI-Leisure_Museums,2721,25.96%,0.2596
E02001985,TGI-Leisure_Museums,2171,26.76%,0.2676
E02001991,TGI-Leisure_Museums,2245,27.67%,0.2767
E02001987,TGI-Leisure_Museums,1705,27.81%,0.2781
E02001988,TGI-Leisure_Museums,2854,29.65%,0.2965
E02001999,TGI-Leisure_Museums,3934,33.84%,0.3384
E02001964,TGI-Leisure_Opera,303,4.10%,0.041
E02001961,TGI-Leisure_Opera,277,4.21%,0.0421
E02001992,TGI-Leisure_Opera,365,4.40%,0.044
E02001996,TGI-Leisure_Opera,253,4.42%,0.0442
E02006805,TGI-Leisure_Opera,325,4.49%,0.0449
E02001969,TGI-Leisure_Opera,246,4.60%,0.046
E02001968,TGI-Leisure_Opera,298,4.76%,0.0476
E02001975,TGI-Leisure_Opera,332,5.10%,0.051
E02001959,TGI-Leisure_Opera,301,5.23%,0.0523
E02001971,TGI-Leisure_Opera,267,5.28%,0.0528
E02001962,TGI-Leisure_Opera,277,5.30%,0.053
E02001958,TGI-Leisure_Opera,356,5.30%,0.063
E02001986,TGI-Leisure_Opera,357,5.30%,0.063
E02001965,TGI-Leisure_Opera,379,5.39%,0.0539
E02001963,TGI-Leisure_Opera,283,5.40%,0.054
E02001976,TGI-Leisure_Opera,370,5.67%,0.0567
E02001973,TGI-Leisure_Opera,401,5.69%,0.0569
E02001982,TGI-Leisure_Opera,408,5.71%,0.0571
E02001990,TGI-Leisure_Opera,475,5.76%,0.0576
E02001984,TGI-Leisure_Opera,499,5.83%,0.0583
E02001989,TGI-Leisure_Opera,314,5.85%,0.0585
E02001970,TGI-Leisure_Opera,303,6.03%,0.0603
E02001979,TGI-Leisure_Opera,314,6.28%,0.0628
E02001978,TGI-Leisure_Opera,353,6.42%,0.0642
E02001974,TGI-Leisure_Opera,530,6.49%,0.0649
E02001972,TGI-Leisure_Opera,560,6.71%,0.0671
E02001966,TGI-Leisure_Opera,353,6.79%,0.0679
E02001983,TGI-Leisure_Opera,452,6.84%,0.0684
E02001994,TGI-Leisure_Opera,499,7.01%,0.0701
E02001980,TGI-Leisure_Opera,379,7.04%,0.0704
E02001967,TGI-Leisure_Opera,423,7.15%,0.0715
E02001993,TGI-Leisure_Opera,508,7.75%,0.0775
E02001998,TGI-Leisure_Opera,407,7.83%,0.0783
E02001981,TGI-Leisure_Opera,833,7.95%,0.0795
E02001995,TGI-Leisure_Opera,659,8.16%,0.0816
E02001977,TGI-Leisure_Opera,683,8.36%,0.0836
E02001985,TGI-Leisure_Opera,718,8.85%,0.0885
E02001997,TGI-Leisure_Opera,702,9.33%,0.0933
E02001987,TGI-Leisure_Opera,595,9.71%,0.0971
E02001988,TGI-Leisure_Opera,983,10.21%,0.1021
E02001991,TGI-Leisure_Opera,884,10.89%,0.1089
E02001999,TGI-Leisure_Opera,1590,13.68%,0.1368
E02001964,TGI-Leisure_Plays,1261,17.06%,0.1706
E02001996,TGI-Leisure_Plays,986,17.23%,0.1723
E02001961,TGI-Leisure_Plays,1199,18.23%,0.1823
E02001966,TGI-Leisure_Plays,955,18.38%,0.1838
E02001972,TGI-Leisure_Plays,1552,18.59%,0.1859
E02001962,TGI-Leisure_Plays,1017,19.45%,0.1945
E02001992,TGI-Leisure_Plays,1615,19.48%,0.1948
