MSOA,Attribute,Value,%
E02001995,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 5",,0.10%
E02001996,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 5",,0.00%
E02001997,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 5",,0.10%
E02001998,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 5",,0.10%
E02001999,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 5",,0.00%
E02006805,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 5",,0.10%
E02001958,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001959,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001961,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001962,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001963,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001964,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001965,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001966,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001967,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001968,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001969,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001970,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001971,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001972,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001973,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001974,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001975,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001976,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001977,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001978,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.20%
E02001979,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001980,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001981,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001982,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001983,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001984,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.20%
E02001985,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001986,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001987,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001989,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001990,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001991,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001992,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001993,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001994,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001995,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001996,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001997,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001998,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02001999,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.00%
E02006805,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 6",,0.10%
E02001958,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001959,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001961,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001962,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001963,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001964,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001965,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001966,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001968,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001969,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001970,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001973,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001974,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001975,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001976,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001977,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001978,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001979,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001980,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001982,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001983,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001984,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001985,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001986,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001987,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001988,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001989,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001990,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001991,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001992,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001993,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001994,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02001995,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001996,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001997,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001998,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001999,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.00%
E02006805,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 7",,0.10%
E02001958,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001959,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001961,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001963,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001964,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001965,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001966,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001967,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001968,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001969,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001970,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001971,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001972,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001973,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001974,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001975,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001977,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001978,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001979,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001980,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001981,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001982,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001983,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001984,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001985,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001986,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001987,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001988,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001989,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001990,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001991,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001992,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001994,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001995,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001996,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001997,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001998,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02001999,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.00%
E02006805,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 8",,0.10%
E02001958,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001959,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001961,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001962,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001963,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001964,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001965,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001966,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001967,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001968,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001969,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001970,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001971,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001973,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001974,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001975,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001976,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001978,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001979,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001980,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001981,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001982,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001983,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001984,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001985,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001986,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001987,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001988,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001989,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001990,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001991,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001992,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001993,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001994,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001995,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001996,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001997,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001998,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02001999,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.00%
E02006805,"Q40g - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with those I live with? - 9",,0.10%
E02001958,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001959,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001961,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001962,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001963,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001964,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.30%
E02001965,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001966,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.10%
E02001967,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001968,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.30%
E02001969,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.30%
E02001970,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.30%
E02001971,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.40%
E02001972,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.30%
E02001973,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001974,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001975,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001976,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
E02001977,"Q40h - On a scale of 0-10, where 0 is not worried at all and 10 is very worried, how worried are you about the impact of COVID-19 on relationships with my wider family and friends? - 0",,0.20%
