MSOA,Attribute,Value,%
E02001996,AFD-Coventry_Audience Spectrum_Dormitory Dependables,11,2.28%
E02001996,AFD-Coventry_Audience Spectrum_Trips & Treats,41,8.49%
E02001996,AFD-Coventry_Audience Spectrum_Home & Heritage,27,5.59%
E02001996,AFD-Coventry_Audience Spectrum_Up Our Street,74,15.32%
E02001996,AFD-Coventry_Audience Spectrum_Facebook Families,180,37.27%
E02001996,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,94,19.46%
E02001996,AFD-Coventry_Audience Spectrum_Heydays,56,11.59%
E02001996,AFD-Coventry_Audience Spectrum_Total,483,1.25%
E02001996,Index of Multiple Deprivation (IMD) Score,54.45452774,
E02001996,Income Score (rate),0.342036747,
E02001996,Employment Score (rate),0.153274661,
E02001996,"Education, Skills and Training Score",54.22027498,
E02001996,Health Deprivation and Disability Score,1.485647059,
E02001996,Crime Score,0.508228029,
E02001996,Barriers to Housing and Services Score,24.85001788,
E02001996,Living Environment Score,19.26132793,
E02001996,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.104152578,
E02001996,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.057203717,
E02001996,Children and Young People Sub-domain Score,1.036499651,
E02001996,Adult Skills Sub-domain Score,0.49389381,
E02001996,Geographical Barriers Sub-domain Score,-0.769637558,
E02001996,Wider Barriers Sub-domain Score,3.014585161,
E02001996,Indoors Sub-domain Score,0.102745005,
E02001996,Outdoors Sub-domain Score,0.06469205,
E02001997,Adults 15+ estimate 2018,7522,2.59%
E02001997,Household estimate 2018,3665,2.53%
E02001997,Population estimate 2018,8984,2.52%
E02001997,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001997,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,3068,41.05%
E02001997,Segmentation_Audience Spectrum_Experience Seekers,148,1.98%
E02001997,Segmentation_Audience Spectrum_Dormitory Dependables,2144,28.69%
E02001997,Segmentation_Audience Spectrum_Trips & Treats,183,2.45%
E02001997,Segmentation_Audience Spectrum_Home & Heritage,1390,18.60%
E02001997,Segmentation_Audience Spectrum_Up Our Street,156,2.09%
E02001997,Segmentation_Audience Spectrum_Facebook Families,0,0.00%
E02001997,Segmentation_Audience Spectrum_Kaleidoscope Creativity,277,3.71%
E02001997,Segmentation_Audience Spectrum segment_Heydays,108,1.45%
E02001997,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,7474,
E02001997,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001997,Segmentation_MOSAIC_B Prestige Positions ,1561,20.75%
E02001997,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001997,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001997,Segmentation_MOSAIC_E Senior Security ,2871,38.17%
E02001997,Segmentation_MOSAIC_F Suburban Stability ,456,6.06%
E02001997,Segmentation_MOSAIC_G Domestic Success ,1864,24.78%
E02001997,Segmentation_MOSAIC_H Aspiring Homemakers ,21,0.28%
E02001997,Segmentation_MOSAIC_I Family Basics ,0,0.00%
E02001997,Segmentation_MOSAIC_J Transient Renters ,57,0.76%
E02001997,Segmentation_MOSAIC_K Municipal Tenants,277,3.68%
E02001997,Segmentation_MOSAIC_L Vintage Value ,163,2.17%
E02001997,Segmentation_MOSAIC_M Modest Traditions ,0,0.00%
E02001997,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001997,Segmentation_MOSAIC_O Rental Hubs ,252,3.35%
E02001997,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001997,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,7522,
E02001997,TGI-Leisure_Art galleries,2216,29.46%
E02001997,TGI-Leisure_Art gallery once a month or more,75,1.00%
E02001997,TGI-Leisure_Ballet,936,12.44%
E02001997,TGI-Leisure_Classical concerts,1221,16.23%
E02001997,TGI-Leisure_Comedy Shows,1675,22.27%
E02001997,TGI-Leisure_Contemp-orary dance,564,7.50%
E02001997,TGI-Leisure_Jazz concerts,730,9.70%
E02001997,TGI-Leisure_Opera,702,9.33%
E02001997,TGI-Leisure_Plays,2594,34.49%
E02001997,TGI-Leisure_Popular/rock concert,2584,34.35%
E02001997,TGI-Leisure_Theatre,3527,46.89%
E02001997,TGI-Leisure_Theatre once a month or more,133,1.77%
E02001997,TGI-Leisure_Museums,1806,24.01%
E02001997,TGI-Leisure_Archaeological sites,425,5.65%
E02001997,TGI-Leisure_Stately homes/ castles,1965,26.12%
E02001997,TGI-Leisure_Cinema_Ever go to the cinema,5598,74.42%
E02001997,TGI-Leisure_Cinema_Go every two or three months,1121,14.90%
E02001997,TGI-Leisure_Cinema_Go once or more a month,983,13.07%
E02001997,TGI-Leisure_Cinema_Never go,1924,25.58%
E02001997,TGI-Leisure_Adults 15+ estimate 2018,7522,
E02001997,TGI-Media_Daily Express,221,2.94%
E02001997,TGI-Media_Daily Mail,560,7.44%
E02001997,TGI-Media_Daily Mirror,114,1.52%
E02001997,TGI-Media_Daily Record,2,0.03%
E02001997,TGI-Media_Daily Star,61,0.81%
E02001997,TGI-Media_Daily Telegraph,199,2.65%
E02001997,TGI-Media_Financial Times,17,0.23%
E02001997,TGI-Media_The Guardian,100,1.33%
E02001997,TGI-Media_i (newspaper),85,1.13%
E02001997,TGI-Media_The Sun,335,4.45%
E02001997,TGI-Media_The Times,177,2.35%
E02001997,TGI-Media_Adults 15+ estimate 2018,7522,
E02001997,AFD-All_Number of Bookers,1770,3.55%
E02001997,AFD-All_Tickets Issued,22882,4.92%
E02001997,AFD-All_No of venues visited_1,943,2.79%
E02001997,AFD-All_No of venues visited_2,451,4.62%
E02001997,AFD-All_No of venues visited_3,202,5.57%
E02001997,AFD-All_No of venues visited_4,98,6.86%
E02001997,AFD-All_No of venues visited_5,38,6.23%
E02001997,AFD-All_No of venues visited_6,21,7.89%
E02001997,AFD-All_No of venues visited_7,3,2.24%
E02001997,AFD-All_No of venues visited_8,7,10.77%
E02001997,AFD-All_No of venues visited_9,2,4.88%
E02001997,AFD-All_No of venues visited_10,3,10.71%
E02001997,AFD-All_No of venues visited_More than 10,2,3.64%
E02001997,AFD-All_No of venues visited_Average,1.868926554,186.89%
E02001997,AFD-All_Bookers per artform_Children/Family,345,4.36%
E02001997,AFD-All_Bookers per artform_Christmas Show,429,4.42%
E02001997,AFD-All_Bookers per artform_Contemporary Visual Arts,15,7.65%
E02001997,AFD-All_Bookers per artform_Dance,362,5.10%
E02001997,AFD-All_Bookers per artform_Film,239,4.70%
E02001997,AFD-All_Bookers per artform_General Entertainment,447,4.12%
E02001997,AFD-All_Bookers per artform_Literature,15,4.95%
E02001997,AFD-All_Bookers per artform_Museums/Heritage,92,3.09%
E02001997,AFD-All_Bookers per artform_Music,557,3.60%
E02001997,AFD-All_Bookers per artform_Musical Theatre,651,4.29%
E02001997,AFD-All_Bookers per artform_Other Artforms,45,5.28%
E02001997,AFD-All_Bookers per artform_Outdoor Arts,8,3.92%
E02001997,AFD-All_Bookers per artform_Plays/Drama,649,4.47%
E02001997,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001997,AFD-All_Bookers per artform_Uncoded,69,4.86%
E02001997,AFD-All_Bookers per artform_Workshops,32,3.42%
E02001997,AFD-All_Performances_Number of performances,4725,4.37%
E02001997,AFD-All_Performances_Avg. performances booked for per customer,2.669491525,266.95%
E02001997,AFD-All_Yield_Average yield per ticket,21.9308,2193.08%
E02001997,AFD-All_Bookers per artform_Total income,488817.15,5.07%
E02001997,AFD-All_Audience Spectrum_Metro-culturals,2,0.11%
E02001997,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,770,43.50%
E02001997,AFD-All_Audience Spectrum_Experience Seekers,22,1.24%
E02001997,AFD-All_Audience Spectrum_Dormitory Dependables,574,32.43%
E02001997,AFD-All_Audience Spectrum_Trips & Treats,60,3.39%
E02001997,AFD-All_Audience Spectrum_Home & Heritage,265,14.97%
E02001997,AFD-All_Audience Spectrum_Up Our Street,21,1.19%
E02001997,AFD-All_Audience Spectrum_Facebook Families,11,0.62%
E02001997,AFD-All_Audience Spectrum_Kaleidoscope Creativity,35,1.98%
E02001997,AFD-All_Audience Spectrum_Heydays,10,0.56%
E02001997,AFD-All_Audience Spectrum_Total,1770,
E02001997,AFD-Coventry_Number of Bookers,1432,3.70%
E02001997,AFD-Coventry_Tickets Issued,15274,4.73%
E02001997,AFD-Coventry_No of venues visited_1,1059,3.24%
E02001997,AFD-Coventry_No of venues visited_2,373,6.13%
E02001997,AFD-Coventry_No of venues visited_Average,1.26047486,126.05%
E02001997,AFD-Coventry_Bookers per artform_Children/Family,310,4.29%
E02001997,AFD-Coventry_Bookers per artform_Christmas Show,348,4.19%
E02001997,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,12,8.76%
E02001997,AFD-Coventry_Bookers per artform_Dance,216,5.01%
E02001997,AFD-Coventry_Bookers per artform_Film,223,4.80%
E02001997,AFD-Coventry_Bookers per artform_General Entertainment,370,4.12%
E02001997,AFD-Coventry_Bookers per artform_Literature,2,7.14%
E02001997,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001997,AFD-Coventry_Bookers per artform_Music,390,3.37%
E02001997,AFD-Coventry_Bookers per artform_Musical Theatre,417,4.29%
E02001997,AFD-Coventry_Bookers per artform_Other Artforms,30,5.91%
E02001997,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%
E02001997,AFD-Coventry_Bookers per artform_Plays/Drama,497,4.55%
E02001997,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001997,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001997,AFD-Coventry_Bookers per artform_Workshops,27,3.59%
E02001997,AFD-Coventry_Performances_Number of performances,2136,3.69%
E02001997,AFD-Coventry_Performances_Avg. performances booked for per customer,1.491620112,
E02001997,AFD-Coventry_Yield_Average yield per ticket,17.3974,
E02001997,AFD-Coventry_Bookers per artform_Total income,259239.31,
E02001997,AFD-Coventry_Audience Spectrum_Metro-culturals,1,1.08%
E02001997,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,622,43.44%
E02001997,AFD-Coventry_Audience Spectrum_Experience Seekers,14,0.98%
E02001997,AFD-Coventry_Audience Spectrum_Dormitory Dependables,471,32.89%
E02001997,AFD-Coventry_Audience Spectrum_Trips & Treats,47,3.28%
E02001997,AFD-Coventry_Audience Spectrum_Home & Heritage,216,15.08%
E02001997,AFD-Coventry_Audience Spectrum_Up Our Street,18,1.26%
E02001997,AFD-Coventry_Audience Spectrum_Facebook Families,6,0.42%
E02001997,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,28,1.96%
E02001997,AFD-Coventry_Audience Spectrum_Heydays,9,0.63%
E02001997,AFD-Coventry_Audience Spectrum_Total,1432,3.70%
E02001997,Index of Multiple Deprivation (IMD) Score,8.335447061,
E02001997,Income Score (rate),0.061220134,
E02001997,Employment Score (rate),0.033148681,
E02001997,"Education, Skills and Training Score",5.420809988,
E02001997,Health Deprivation and Disability Score,-0.441713849,
E02001997,Crime Score,-0.870847809,
E02001997,Barriers to Housing and Services Score,12.8586193,
E02001997,Living Environment Score,16.07332103,
E02001997,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.012210622,
E02001997,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.022044049,
E02001997,Children and Young People Sub-domain Score,-0.906823123,
E02001997,Adult Skills Sub-domain Score,0.207036689,
E02001997,Geographical Barriers Sub-domain Score,-0.325283433,
E02001997,Wider Barriers Sub-domain Score,-0.429,
E02001997,Indoors Sub-domain Score,-0.022804892,
E02001997,Outdoors Sub-domain Score,-0.016610576,
E02001998,Adults 15+ estimate 2018,5197,1.79%
E02001998,Household estimate 2018,2554,1.76%
E02001998,Population estimate 2018,6406,1.79%
E02001998,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001998,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,593,11.49%
E02001998,Segmentation_Audience Spectrum_Experience Seekers,0,0.00%
E02001998,Segmentation_Audience Spectrum_Dormitory Dependables,2326,45.08%
E02001998,Segmentation_Audience Spectrum_Trips & Treats,998,19.34%
E02001998,Segmentation_Audience Spectrum_Home & Heritage,1228,23.80%
E02001998,Segmentation_Audience Spectrum_Up Our Street,15,0.29%
E02001998,Segmentation_Audience Spectrum_Facebook Families,0,0.00%
E02001998,Segmentation_Audience Spectrum_Kaleidoscope Creativity,0,0.00%
E02001998,Segmentation_Audience Spectrum segment_Heydays,0,0.00%
E02001998,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,5160,
E02001998,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001998,Segmentation_MOSAIC_B Prestige Positions ,237,4.56%
E02001998,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001998,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001998,Segmentation_MOSAIC_E Senior Security ,1360,26.17%
E02001998,Segmentation_MOSAIC_F Suburban Stability ,1470,28.29%
E02001998,Segmentation_MOSAIC_G Domestic Success ,1382,26.59%
E02001998,Segmentation_MOSAIC_H Aspiring Homemakers ,733,14.10%
E02001998,Segmentation_MOSAIC_I Family Basics ,0,0.00%
E02001998,Segmentation_MOSAIC_J Transient Renters ,0,0.00%
E02001998,Segmentation_MOSAIC_K Municipal Tenants,0,0.00%
E02001998,Segmentation_MOSAIC_L Vintage Value ,15,0.29%
E02001998,Segmentation_MOSAIC_M Modest Traditions ,0,0.00%
E02001998,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001998,Segmentation_MOSAIC_O Rental Hubs ,0,0.00%
E02001998,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001998,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,5197,
E02001998,TGI-Leisure_Art galleries,1405,27.03%
E02001998,TGI-Leisure_Art gallery once a month or more,40,0.77%
E02001998,TGI-Leisure_Ballet,592,11.39%
E02001998,TGI-Leisure_Classical concerts,734,14.12%
E02001998,TGI-Leisure_Comedy Shows,1288,24.78%
E02001998,TGI-Leisure_Contemp-orary dance,383,7.37%
E02001998,TGI-Leisure_Jazz concerts,452,8.70%
E02001998,TGI-Leisure_Opera,407,7.83%
E02001998,TGI-Leisure_Plays,1710,32.90%
E02001998,TGI-Leisure_Popular/rock concert,1954,37.60%
E02001998,TGI-Leisure_Theatre,2394,46.07%
E02001998,TGI-Leisure_Theatre once a month or more,78,1.50%
E02001998,TGI-Leisure_Museums,1196,23.01%
E02001998,TGI-Leisure_Archaeological sites,282,5.43%
E02001998,TGI-Leisure_Stately homes/ castles,1288,24.78%
E02001998,TGI-Leisure_Cinema_Ever go to the cinema,4015,77.26%
E02001998,TGI-Leisure_Cinema_Go every two or three months,830,15.97%
E02001998,TGI-Leisure_Cinema_Go once or more a month,724,13.93%
E02001998,TGI-Leisure_Cinema_Never go,1182,22.74%
E02001998,TGI-Leisure_Adults 15+ estimate 2018,5197,
E02001998,TGI-Media_Daily Express,127,2.44%
E02001998,TGI-Media_Daily Mail,326,6.27%
E02001998,TGI-Media_Daily Mirror,72,1.39%
E02001998,TGI-Media_Daily Record,0,0.00%
E02001998,TGI-Media_Daily Star,45,0.87%
E02001998,TGI-Media_Daily Telegraph,103,1.98%
E02001998,TGI-Media_Financial Times,8,0.15%
E02001998,TGI-Media_The Guardian,65,1.25%
E02001998,TGI-Media_i (newspaper),48,0.92%
E02001998,TGI-Media_The Sun,237,4.56%
E02001998,TGI-Media_The Times,90,1.73%
E02001998,TGI-Media_Adults 15+ estimate 2018,5197,
E02001998,AFD-All_Number of Bookers,1329,2.67%
E02001998,AFD-All_Tickets Issued,15260,3.28%
E02001998,AFD-All_No of venues visited_1,769,2.27%
E02001998,AFD-All_No of venues visited_2,323,3.31%
E02001998,AFD-All_No of venues visited_3,130,3.58%
E02001998,AFD-All_No of venues visited_4,64,4.48%
E02001998,AFD-All_No of venues visited_5,21,3.44%
E02001998,AFD-All_No of venues visited_6,8,3.01%
E02001998,AFD-All_No of venues visited_7,7,5.22%
E02001998,AFD-All_No of venues visited_8,3,4.62%
E02001998,AFD-All_No of venues visited_9,1,2.44%
E02001998,AFD-All_No of venues visited_10,0,0.00%
E02001998,AFD-All_No of venues visited_More than 10,3,5.45%
E02001998,AFD-All_No of venues visited_Average,1.758465011,175.85%
E02001998,AFD-All_Bookers per artform_Children/Family,235,2.97%
E02001998,AFD-All_Bookers per artform_Christmas Show,261,2.69%
E02001998,AFD-All_Bookers per artform_Contemporary Visual Arts,9,4.59%
E02001998,AFD-All_Bookers per artform_Dance,238,3.35%
E02001998,AFD-All_Bookers per artform_Film,189,3.72%
E02001998,AFD-All_Bookers per artform_General Entertainment,317,2.92%
E02001998,AFD-All_Bookers per artform_Literature,10,3.30%
E02001998,AFD-All_Bookers per artform_Museums/Heritage,67,2.25%
E02001998,AFD-All_Bookers per artform_Music,451,2.92%
E02001998,AFD-All_Bookers per artform_Musical Theatre,413,2.72%
E02001998,AFD-All_Bookers per artform_Other Artforms,40,4.69%
E02001998,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%
E02001998,AFD-All_Bookers per artform_Plays/Drama,464,3.20%
E02001998,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001998,AFD-All_Bookers per artform_Uncoded,42,2.96%
E02001998,AFD-All_Bookers per artform_Workshops,40,4.27%
E02001998,AFD-All_Performances_Number of performances,3586,3.32%
E02001998,AFD-All_Performances_Avg. performances booked for per customer,2.698269375,269.83%
E02001998,AFD-All_Yield_Average yield per ticket,21.2374,2123.74%
E02001998,AFD-All_Bookers per artform_Total income,312635.77,3.25%
E02001998,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001998,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,208,15.65%
E02001998,AFD-All_Audience Spectrum_Experience Seekers,2,0.15%
E02001998,AFD-All_Audience Spectrum_Dormitory Dependables,583,43.87%
E02001998,AFD-All_Audience Spectrum_Trips & Treats,256,19.26%
E02001998,AFD-All_Audience Spectrum_Home & Heritage,251,18.89%
E02001998,AFD-All_Audience Spectrum_Up Our Street,22,1.66%
E02001998,AFD-All_Audience Spectrum_Facebook Families,3,0.23%
E02001998,AFD-All_Audience Spectrum_Kaleidoscope Creativity,3,0.23%
E02001998,AFD-All_Audience Spectrum_Heydays,1,0.08%
E02001998,AFD-All_Audience Spectrum_Total,1329,
E02001998,AFD-Coventry_Number of Bookers,1074,2.77%
E02001998,AFD-Coventry_Tickets Issued,10677,3.31%
E02001998,AFD-Coventry_No of venues visited_1,816,2.50%
E02001998,AFD-Coventry_No of venues visited_2,258,4.24%
E02001998,AFD-Coventry_No of venues visited_Average,1.240223464,124.02%
E02001998,AFD-Coventry_Bookers per artform_Children/Family,215,2.97%
E02001998,AFD-Coventry_Bookers per artform_Christmas Show,200,2.41%
E02001998,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,5,3.65%
E02001998,AFD-Coventry_Bookers per artform_Dance,143,3.31%
E02001998,AFD-Coventry_Bookers per artform_Film,177,3.81%
E02001998,AFD-Coventry_Bookers per artform_General Entertainment,274,3.05%
E02001998,AFD-Coventry_Bookers per artform_Literature,3,10.71%
E02001998,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001998,AFD-Coventry_Bookers per artform_Music,327,2.83%
E02001998,AFD-Coventry_Bookers per artform_Musical Theatre,284,2.92%
E02001998,AFD-Coventry_Bookers per artform_Other Artforms,31,6.10%
E02001998,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%
E02001998,AFD-Coventry_Bookers per artform_Plays/Drama,338,3.09%
E02001998,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001998,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001998,AFD-Coventry_Bookers per artform_Workshops,34,4.52%
E02001998,AFD-Coventry_Performances_Number of performances,1945,3.36%
E02001998,AFD-Coventry_Performances_Avg. performances booked for per customer,1.810986965,
E02001998,AFD-Coventry_Yield_Average yield per ticket,17.0785,
E02001998,AFD-Coventry_Bookers per artform_Total income,176181.85,
E02001998,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001998,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,168,15.64%
E02001998,AFD-Coventry_Audience Spectrum_Experience Seekers,2,0.19%
E02001998,AFD-Coventry_Audience Spectrum_Dormitory Dependables,472,43.95%
E02001998,AFD-Coventry_Audience Spectrum_Trips & Treats,206,19.18%
E02001998,AFD-Coventry_Audience Spectrum_Home & Heritage,204,18.99%
E02001998,AFD-Coventry_Audience Spectrum_Up Our Street,16,1.49%
E02001998,AFD-Coventry_Audience Spectrum_Facebook Families,3,0.28%
E02001998,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,2,0.19%
E02001998,AFD-Coventry_Audience Spectrum_Heydays,1,0.09%
E02001998,AFD-Coventry_Audience Spectrum_Total,1074,2.77%
E02001998,Index of Multiple Deprivation (IMD) Score,6.704548197,
E02001998,Income Score (rate),0.042754634,
E02001998,Employment Score (rate),0.023815934,
E02001998,"Education, Skills and Training Score",3.343642063,
E02001998,Health Deprivation and Disability Score,-0.374227503,
E02001998,Crime Score,-0.849340411,
E02001998,Barriers to Housing and Services Score,15.3887334,
E02001998,Living Environment Score,21.98083333,
E02001998,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.008697,
E02001998,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.018661948,
E02001998,Children and Young People Sub-domain Score,-1.053967139,
E02001998,Adult Skills Sub-domain Score,0.191280081,
E02001998,Geographical Barriers Sub-domain Score,-0.022280249,
E02001998,Wider Barriers Sub-domain Score,-0.650304685,
E02001998,Indoors Sub-domain Score,0.328834513,
E02001998,Outdoors Sub-domain Score,-0.105534378,
E02001999,Adults 15+ estimate 2018,11627,4.01%
E02001999,Household estimate 2018,2432,1.68%
E02001999,Population estimate 2018,12594,3.53%
E02001999,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001999,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,2300,43.10%
E02001999,Segmentation_Audience Spectrum_Experience Seekers,1363,25.54%
E02001999,Segmentation_Audience Spectrum_Dormitory Dependables,954,17.88%
E02001999,Segmentation_Audience Spectrum_Trips & Treats,193,3.62%
E02001999,Segmentation_Audience Spectrum_Home & Heritage,346,6.48%
E02001999,Segmentation_Audience Spectrum_Up Our Street,25,0.47%
E02001999,Segmentation_Audience Spectrum_Facebook Families,24,0.45%
E02001999,Segmentation_Audience Spectrum_Kaleidoscope Creativity,102,1.91%
E02001999,Segmentation_Audience Spectrum segment_Heydays,30,0.56%
E02001999,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,5337,
E02001999,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001999,Segmentation_MOSAIC_B Prestige Positions ,5735,49.32%
E02001999,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001999,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001999,Segmentation_MOSAIC_E Senior Security ,443,3.81%
E02001999,Segmentation_MOSAIC_F Suburban Stability ,254,2.18%
E02001999,Segmentation_MOSAIC_G Domestic Success ,734,6.31%
E02001999,Segmentation_MOSAIC_H Aspiring Homemakers ,195,1.68%
E02001999,Segmentation_MOSAIC_I Family Basics ,26,0.22%
E02001999,Segmentation_MOSAIC_J Transient Renters ,12,0.10%
E02001999,Segmentation_MOSAIC_K Municipal Tenants,90,0.77%
E02001999,Segmentation_MOSAIC_L Vintage Value ,112,0.96%
E02001999,Segmentation_MOSAIC_M Modest Traditions ,0,0.00%
E02001999,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001999,Segmentation_MOSAIC_O Rental Hubs ,4026,34.63%
E02001999,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001999,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,11627,
E02001999,TGI-Leisure_Art galleries,4407,37.90%
E02001999,TGI-Leisure_Art gallery once a month or more,163,1.40%
E02001999,TGI-Leisure_Ballet,2138,18.39%
E02001999,TGI-Leisure_Classical concerts,2507,21.56%
E02001999,TGI-Leisure_Comedy Shows,3444,29.62%
E02001999,TGI-Leisure_Contemp-orary dance,1461,12.57%
E02001999,TGI-Leisure_Jazz concerts,1724,14.83%
E02001999,TGI-Leisure_Opera,1590,13.68%
E02001999,TGI-Leisure_Plays,4732,40.70%
E02001999,TGI-Leisure_Popular/rock concert,5180,44.55%
E02001999,TGI-Leisure_Theatre,6438,55.37%
E02001999,TGI-Leisure_Theatre once a month or more,343,2.95%
E02001999,TGI-Leisure_Museums,3934,33.84%
E02001999,TGI-Leisure_Archaeological sites,763,6.56%
E02001999,TGI-Leisure_Stately homes/ castles,3699,31.81%
E02001999,TGI-Leisure_Cinema_Ever go to the cinema,9873,84.91%
E02001999,TGI-Leisure_Cinema_Go every two or three months,2322,19.97%
E02001999,TGI-Leisure_Cinema_Go once or more a month,2225,19.14%
E02001999,TGI-Leisure_Cinema_Never go,1754,15.09%
E02001999,TGI-Leisure_Adults 15+ estimate 2018,11627,
E02001999,TGI-Media_Daily Express,295,2.54%
E02001999,TGI-Media_Daily Mail,783,6.73%
E02001999,TGI-Media_Daily Mirror,124,1.07%
E02001999,TGI-Media_Daily Record,10,0.09%
E02001999,TGI-Media_Daily Star,118,1.01%
E02001999,TGI-Media_Daily Telegraph,310,2.67%
E02001999,TGI-Media_Financial Times,31,0.27%
E02001999,TGI-Media_The Guardian,201,1.73%
E02001999,TGI-Media_i (newspaper),112,0.96%
E02001999,TGI-Media_The Sun,361,3.10%
E02001999,TGI-Media_The Times,339,2.92%
E02001999,TGI-Media_Adults 15+ estimate 2018,11627,
E02001999,AFD-All_Number of Bookers,1862,3.74%
E02001999,AFD-All_Tickets Issued,18683,4.02%
E02001999,AFD-All_No of venues visited_1,1283,3.79%
E02001999,AFD-All_No of venues visited_2,320,3.28%
E02001999,AFD-All_No of venues visited_3,143,3.94%
E02001999,AFD-All_No of venues visited_4,69,4.83%
E02001999,AFD-All_No of venues visited_5,22,3.61%
E02001999,AFD-All_No of venues visited_6,10,3.76%
E02001999,AFD-All_No of venues visited_7,4,2.99%
E02001999,AFD-All_No of venues visited_8,4,6.15%
E02001999,AFD-All_No of venues visited_9,4,9.76%
E02001999,AFD-All_No of venues visited_10,0,0.00%
E02001999,AFD-All_No of venues visited_More than 10,3,5.45%
E02001999,AFD-All_No of venues visited_Average,1.579484425,157.95%
E02001999,AFD-All_Bookers per artform_Children/Family,211,2.67%
E02001999,AFD-All_Bookers per artform_Christmas Show,201,2.07%
E02001999,AFD-All_Bookers per artform_Contemporary Visual Arts,16,8.16%
E02001999,AFD-All_Bookers per artform_Dance,251,3.54%
E02001999,AFD-All_Bookers per artform_Film,565,11.11%
E02001999,AFD-All_Bookers per artform_General Entertainment,374,3.45%
E02001999,AFD-All_Bookers per artform_Literature,8,2.64%
E02001999,AFD-All_Bookers per artform_Museums/Heritage,61,2.05%
E02001999,AFD-All_Bookers per artform_Music,677,4.38%
E02001999,AFD-All_Bookers per artform_Musical Theatre,422,2.78%
E02001999,AFD-All_Bookers per artform_Other Artforms,47,5.52%
E02001999,AFD-All_Bookers per artform_Outdoor Arts,5,2.45%
E02001999,AFD-All_Bookers per artform_Plays/Drama,607,4.19%
E02001999,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001999,AFD-All_Bookers per artform_Uncoded,79,5.57%
E02001999,AFD-All_Bookers per artform_Workshops,43,4.59%
E02001999,AFD-All_Performances_Number of performances,4571,4.23%
E02001999,AFD-All_Performances_Avg. performances booked for per customer,2.454887218,245.49%
