GeographyID,GeographyName,GeographyDescription,GeographyType,FamilyHub,PCD,OA11,LSOA11,MSOA,Ward,LTLA18CD,UTLA18CD,LAUA,CAUTH,REGION,CTRY,LAT,LONG,WestMidlandsPolice,WestMidlandsPoliceImpactAreas,PrimaryCareNetwork,CCG18CD
M85134,West Heath Primary C Ctr,,GP,,,,,,,,,,,,,,,,,,
M85136,Druids Heath Surgery,,GP,,,,,,,,,,,,,,,,,,
M85139,Alpha Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85141,Schoolacre Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85142,Keynell Covert,,GP,,,,,,,,,,,,,,,,,,
M85143,Jiggins Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85145,The Slieve Surgery,,GP,,,,,,,,,,,,,,,,,,
M85146,The Khattak Memorial Surgery,,GP,,,,,,,,,,,,,,,,,,
M85149,Alum Rock Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85153,Weather Oak Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85154,Finch Road Primary Care Centre,,GP,,,,,,,,,,,,,,,,,,
M85155,Dr Bs Sahota's Practice,,GP,,,,,,,,,,,,,,,,,,
M85156,River Brook Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85158,Dr M Prasad's Practice,,GP,,,,,,,,,,,,,,,,,,
M85159,BG Health,,GP,,,,,,,,,,,,,,,,,,
M85164,Newport Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85167,University Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85170,Gate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85171,Rowlands Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85172,Ridgacre House Surgery,,GP,,,,,,,,,,,,,,,,,,
M85174,The Brook Surgery,,GP,,,,,,,,,,,,,,,,,,
M85175,Dr Mp Clarke's Practice,,GP,,,,,,,,,,,,,,,,,,
M85176,Kirpal Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85177,Swanswell Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85178,Modality Enki Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85179,Maypole Health Surgery Y,,GP,,,,,,,,,,,,,,,,,,
M85600,Kings Norton Surgery,,GP,,,,,,,,,,,,,,,,,,
M85611,Modality Attwood Green,,GP,,,,,,,,,,,,,,,,,,
M85624,Perry Park Surgery,,GP,,,,,,,,,,,,,,,,,,
M85634,Heathfield Family Centre,,GP,,,,,,,,,,,,,,,,,,
M85642,Cavendish Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85663,Bloomsbury Health Centre,,GP,,,,,,,,,,,,,,,,,,
M85669,Tudor Practice Stockland Green,,GP,,,,,,,,,,,,,,,,,,
M85670,Greenfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85671,Bournville Surgery,,GP,,,,,,,,,,,,,,,,,,
M85676,Victoria Road Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
M85677,Fernbank Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85679,Charles Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85680,Cotterils Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
M85684,City Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85686,Dr Kulshrestha Family Practice,,GP,,,,,,,,,,,,,,,,,,
M85689,The Dovecote Surgery,,GP,,,,,,,,,,,,,,,,,,
M85693,Featherstone Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85694,Garretts Green Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
M85697,Church Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85699,Coventry Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85701,Burbury Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85706,Druid Group,,GP,,,,,,,,,,,,,,,,,,
M85711,City Health Centre,,GP,,,,,,,,,,,,,,,,,,
M85713,Dr Ss Pandit's Practice,,GP,,,,,,,,,,,,,,,,,,
M85715,Soho Road Primary Care Centre,,GP,,,,,,,,,,,,,,,,,,
M85716,Dr Khuroo's Practice,,GP,,,,,,,,,,,,,,,,,,
M85717,Downsfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85721,Holyhead Primary Health Care Centre,,GP,,,,,,,,,,,,,,,,,,
M85722,Naseby Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85730,Ley Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
M85732,Bloomsbury Surgery,,GP,,,,,,,,,,,,,,,,,,
M85733,Moor Green Lane Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
M85735,Greet Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85736,Acocks Green Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85739,Pak Health Centre- R.Bhatti,,GP,,,,,,,,,,,,,,,,,,
M85746,Mirfield Surgery,,GP,,,,,,,,,,,,,,,,,,
M85749,Surgery Aubery Road,,GP,,,,,,,,,,,,,,,,,,
M85753,Vicarage Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85756,Springfield Medical Pract,,GP,,,,,,,,,,,,,,,,,,
M85757,Soho Road Health Centre,,GP,,,,,,,,,,,,,,,,,,
M85759,Dr S Brinksman & Partners,,GP,,,,,,,,,,,,,,,,,,
M85766,Balsall Heath Health Centre (S),,GP,,,,,,,,,,,,,,,,,,
M85770,The Sheldon Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85774,Springfield Surgery,,GP,,,,,,,,,,,,,,,,,,
M85776,Lea Village Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M85778,Halcyon Medical,,GP,,,,,,,,,,,,,,,,,,
M85779,Dr Ds Bhomra's Practice,,GP,,,,,,,,,,,,,,,,,,
M85781,Bordesley Green Surgery,,GP,,,,,,,,,,,,,,,,,,
M85782,University Southgate Practice,,GP,,,,,,,,,,,,,,,,,,
M85783,Strensham Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85792,Cotmore Surgery,,GP,,,,,,,,,,,,,,,,,,
M85794,"The Balaji Surgery, The Sparkbrook Chc",,GP,,,,,,,,,,,,,,,,,,
M85797,Hockley Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M85801,Holly Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M85803,Pearl Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86001,Willenhall Primary Care Centre - 1,,GP,,,,,,,,,,,,,,,,,,
M86002,Longford Primary Care Centre,,GP,,,,,,,,,,,,,,,,,,
M86003,Sky Blue Medical Group,,GP,,,,,,,,,,,,,,,,,,
M86004,Allesley Park Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
M86005,Hillfields Health Centre - 1,,GP,,,,,,,,,,,,,,,,,,
M86006,Jubilee Healthcare,,GP,,,,,,,,,,,,,,,,,,
M86007,Phoenix Family Care,,GP,,,,,,,,,,,,,,,,,,
M86008,The Gables Medicentre,,GP,,,,,,,,,,,,,,,,,,
M86009,Engleton House Surgery,,GP,,,,,,,,,,,,,,,,,,
M86010,Forrest Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86012,Priory Gate Practice,,GP,,,,,,,,,,,,,,,,,,
M86013,Holyhead Surgery,,GP,,,,,,,,,,,,,,,,,,
M86014,The Forum Health Centre,,GP,,,,,,,,,,,,,,,,,,
M86015,Kenyon Medical Centres,,GP,,,,,,,,,,,,,,,,,,
M86016,Stoney Stanton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86017,Mansfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86018,Moseley Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
M86019,Westwood Medical H/Centre,,GP,,,,,,,,,,,,,,,,,,
M86020,Wood End Health Centre,,GP,,,,,,,,,,,,,,,,,,
M86021,Springfield Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M86022,Walsgrave Road Surgery - 1,,GP,,,,,,,,,,,,,,,,,,
M86023,Balliol Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M86027,The Cheylesmore Surgery,,GP,,,,,,,,,,,,,,,,,,
M86028,Central Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86029,Broomfield Park Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
M86030,Kensington Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M86032,Holbrooks Health Team,,GP,,,,,,,,,,,,,,,,,,
M86033,Willenhal Oak Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86034,Woodside Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86035,Henley Green Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86037,Quinton Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86038,Bredon Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
M86039,Allesley Village Surgery,,GP,,,,,,,,,,,,,,,,,,
M86040,Walsgrave Health Centre,,GP,,,,,,,,,,,,,,,,,,
M86041,Clay Lane Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M86044,Park House,,GP,,,,,,,,,,,,,,,,,,
M86045,Paradise Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86046,Copsewood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86048,Windmill Surgery,,GP,,,,,,,,,,,,,,,,,,
M86605,Limbrick Wood Surgery,,GP,,,,,,,,,,,,,,,,,,
M86610,Dadhania Surgery,,GP,,,,,,,,,,,,,,,,,,
M86612,George Eliot Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86613,Gosford Green Surgery,,GP,,,,,,,,,,,,,,,,,,
M86617,City Of Coventry Health Centre,,GP,,,,,,,,,,,,,,,,,,
M86622,Govind Health Centre,,GP,,,,,,,,,,,,,,,,,,
M86624,Jubilee Health Centre,,GP,,,,,,,,,,,,,,,,,,
M86627,Stoke Aldermoor Med Ctre,,GP,,,,,,,,,,,,,,,,,,
M86633,Edgwick Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M86638,Woodway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87001,Meadowbrook Surgery,,GP,,,,,,,,,,,,,,,,,,
M87002,Norton Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87003,Moss Grove Surgery,,GP,,,,,,,,,,,,,,,,,,
M87005,Three Villages Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87006,Eve Hill Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87007,The Ridgeway Surgery,,GP,,,,,,,,,,,,,,,,,,
M87008,Kingswinford Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87009,Aw Surgeries,,GP,,,,,,,,,,,,,,,,,,
M87010,The Waterfront Surgery,,GP,,,,,,,,,,,,,,,,,,
M87011,Lion Health,,GP,,,,,,,,,,,,,,,,,,
M87012,The Greens Health Centre,,GP,,,,,,,,,,,,,,,,,,
M87013,Horseley Heath Surgery,,GP,,,,,,,,,,,,,,,,,,
M87014,Lapal Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87015,Lower Gornal Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87016,Woodsetton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87017,Steppingstones Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87018,The Summerhill Surgery,,GP,,,,,,,,,,,,,,,,,,
M87019,The Limes Surgery Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87020,Feldon Lane Practice,,GP,,,,,,,,,,,,,,,,,,
M87021,Coseley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87023,Wordsley Green Health Centre,,GP,,,,,,,,,,,,,,,,,,
M87024,Wychbury Medical Group,,GP,,,,,,,,,,,,,,,,,,
M87025,Cross Street Health Centre,,GP,,,,,,,,,,,,,,,,,,
M87026,St James Medical Practice2,,GP,,,,,,,,,,,,,,,,,,
M87027,Quarry Bank Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87028,Netherton Health Centre,,GP,,,,,,,,,,,,,,,,,,
M87030,Pedmore Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87034,Clement Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87036,Bean Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87037,Northway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87041,Rangeways Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M87601,Keelinge House,,GP,,,,,,,,,,,,,,,,,,
M87602,Halesowen Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87605,Central Clinic,,GP,,,,,,,,,,,,,,,,,,
M87612,St James Medical Practice1,,GP,,,,,,,,,,,,,,,,,,
M87617,Links Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M87618,Quincy Rise Surgery,,GP,,,,,,,,,,,,,,,,,,
M87620,Castle Meadows Surgery,,GP,,,,,,,,,,,,,,,,,,
M87621,Bath Street Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87623,Alexandra Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M87625,Crestfield Surgery,,GP,,,,,,,,,,,,,,,,,,
M87628,Dr. B. K. Prashara,,GP,,,,,,,,,,,,,,,,,,
M87638,Thorns Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M88001,Dr Sa Ahmed & Partners,,GP,,,,,,,,,,,,,,,,,,
M88002,The Smethwick Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88003,Warley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88004,Regis Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88006,Cape Hill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88007,Oakeswell Health Centre,,GP,,,,,,,,,,,,,,,,,,
M88008,Stone Cross Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88009,Norvic Family Practice,,GP,,,,,,,,,,,,,,,,,,
M88010,Swanpool Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88013,Black Country Family Practice,,GP,,,,,,,,,,,,,,,,,,
M88014,Dr Gudi Pv & Partner,,GP,,,,,,,,,,,,,,,,,,
M88015,Great Barr Practice,,GP,,,,,,,,,,,,,,,,,,
M88016,Old Hill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88018,Oldbury Health Centre,,GP,,,,,,,,,,,,,,,,,,
M88019,Bearwood Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M88020,Sherwood House Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M88021,Dr Pal P & Partner,,GP,,,,,,,,,,,,,,,,,,
M88022,Jubilee Health Centre,,GP,,,,,,,,,,,,,,,,,,
M88023,Crankhall Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88024,Dr Akhtar R,,GP,,,,,,,,,,,,,,,,,,
M88026,Portway Family Practice,,GP,,,,,,,,,,,,,,,,,,
M88030,Church View Surgery,,GP,,,,,,,,,,,,,,,,,,
M88031,Hawes Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
M88035,New Street Surgery,,GP,,,,,,,,,,,,,,,,,,
M88036,Dartmouth Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88038,Linkway Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M88040,St Paul's Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M88041,Hawthorns Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88042,Bearwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88043,Haden Vale Surgery,,GP,,,,,,,,,,,,,,,,,,
M88044,West Brom P'ships For Health,,GP,,,,,,,,,,,,,,,,,,
M88600,The Victoria Surgery,,GP,,,,,,,,,,,,,,,,,,
M88610,Sarephed Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88612,Glebefields Surgery,,GP,,,,,,,,,,,,,,,,,,
M88616,Great Bridge P/Ship For Health,,GP,,,,,,,,,,,,,,,,,,
M88618,"Walford Street, Tividale",,GP,,,,,,,,,,,,,,,,,,
M88619,Dr Arora Rk,,GP,,,,,,,,,,,,,,,,,,
M88620,Causeway Green Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M88623,Park House Surgery,,GP,,,,,,,,,,,,,,,,,,
M88625,St Paul's Partnership - Lyng Medical,,GP,,,,,,,,,,,,,,,,,,
M88626,Dr Ui Haque N,,GP,,,,,,,,,,,,,,,,,,
M88627,Dr Bhadauria Bs,,GP,,,,,,,,,,,,,,,,,,
M88628,Dr Singh M,,GP,,,,,,,,,,,,,,,,,,
M88629,Dr Hassouna Ojar,,GP,,,,,,,,,,,,,,,,,,
M88630,Dr Agarwal Nk & Partner,,GP,,,,,,,,,,,,,,,,,,
M88633,Lodge Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M88635,Dog Kennel Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
M88637,Marshall Street Surgery,,GP,,,,,,,,,,,,,,,,,,
M88639,Dr Pathak Nd,,GP,,,,,,,,,,,,,,,,,,
M88640,Warley Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M88643,The Spires Health Centre,,GP,,,,,,,,,,,,,,,,,,
M88645,Hill Top Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M88646,Dr Dewan Vk,,GP,,,,,,,,,,,,,,,,,,
M88647,Rood End Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M89001,Parkfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89002,Kingshurst Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M89003,Gps Healthcare,,GP,,,,,,,,,,,,,,,,,,
M89004,Haslucks Green Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89005,St.Margarets Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M89007,Richmond Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89008,Bosworth Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89009,Manor House Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
M89010,Dorridge Surgery,,GP,,,,,,,,,,,,,,,,,,
M89012,Croft Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89013,Arran Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89015,Northbrook Health Centre,,GP,,,,,,,,,,,,,,,,,,
M89016,Balsall Common & Meriden Group Practice,,GP,,,,,,,,,,,,,,,,,,
M89017,Bernays & Whitehouse Medical Partnership,,GP,,,,,,,,,,,,,,,,,,
M89019,Hobs Moat Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89021,Coventry Road Practice,,GP,,,,,,,,,,,,,,,,,,
M89024,Grafton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M89026,The Castle Practice,,GP,,,,,,,,,,,,,,,,,,
M89027,Green Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
M89028,Monkspath Surgery,,GP,,,,,,,,,,,,,,,,,,
M89030,Arden Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M89601,The Jacey Practice,,GP,,,,,,,,,,,,,,,,,,
M89602,Chester Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M89608,Hampton Surgery,,GP,,,,,,,,,,,,,,,,,,
M91003,Sina Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91004,St Peter's Surgery,,GP,,,,,,,,,,,,,,,,,,
M91006,Parkside Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M91007,St John's Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91008,Little London Surgery,,GP,,,,,,,,,,,,,,,,,,
M91009,Streets Corner Surgery,,GP,,,,,,,,,,,,,,,,,,
M91010,Portland Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M91011,The Limes Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91013,Lockfield Surgery,,GP,,,,,,,,,,,,,,,,,,
M91014,Brace Street Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91015,Lichfield St Surgery,,GP,,,,,,,,,,,,,,,,,,
M91016,New Invention Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91017,Northgate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91018,Saddlers Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91019,Rushall Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91020,Sycamore House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91021,Lockstown Practice,,GP,,,,,,,,,,,,,,,,,,
M91022,Harden Surgery,,GP,,,,,,,,,,,,,,,,,,
M91024,Dr Nambisan Surgery,,GP,,,,,,,,,,,,,,,,,,
M91025,Darlaston Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91026,Darlaston Family Practice,,GP,,,,,,,,,,,,,,,,,,
M91028,Berkley Practice,,GP,,,,,,,,,,,,,,,,,,
M91029,Mossley & Dudley Fields Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M91032,Collingwood Family Practice,,GP,,,,,,,,,,,,,,,,,,
M91033,Willenhall Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91034,Bloxwich Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M91036,Harden Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91602,Khan Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M91609,New Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91611,Beechdale Centre,,GP,,,,,,,,,,,,,,,,,,
M91612,St Mary's Surgery,,GP,,,,,,,,,,,,,,,,,,
M91613,Sai Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91614,Stroud Practice,,GP,,,,,,,,,,,,,,,,,,
M91616,Pleck Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91619,Broadway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91621,Palfrey Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91623,Lower Farm Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91624,Moxley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91625,The Manor Practice,,GP,,,,,,,,,,,,,,,,,,
M91626,Holland Park Surgery,,GP,,,,,,,,,,,,,,,,,,
M91628,Brace Street HC- Kumar,,GP,,,,,,,,,,,,,,,,,,
M91629,Dr As Suri's Practice,,GP,,,,,,,,,,,,,,,,,,
M91637,Blackwood Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91639,Walsall Wood Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91640,Rough Hay Surgery,,GP,,,,,,,,,,,,,,,,,,
M91641,Dr Ali Surgery,,GP,,,,,,,,,,,,,,,,,,
M91642,Queslett Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M91647,Pillai,,GP,,,,,,,,,,,,,,,,,,
M91650,All Saints Surgery,,GP,,,,,,,,,,,,,,,,,,
M91654,High Street Surgery,,GP,,,,,,,,,,,,,,,,,,
M91655,Coalpool Surgery,,GP,,,,,,,,,,,,,,,,,,
M91659,Brace Street Health Centre,,GP,,,,,,,,,,,,,,,,,,
M91660,Modality Darlaston Practice,,GP,,,,,,,,,,,,,,,,,,
M92001,Poplars Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M92002,The Group Practice Alfred Squire Road,,GP,,,,,,,,,,,,,,,,,,
M92003,Dr Suryani,,GP,,,,,,,,,,,,,,,,,,
M92004,Primrose Lane Practice,,GP,,,,,,,,,,,,,,,,,,
M92006,Coalway Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92007,Lea Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92008,Castlecroft Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92009,Prestbury Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92010,Tettenhall Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92011,Penn Manor Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92012,Duncan Street Primary Care Partnership,,GP,,,,,,,,,,,,,,,,,,
M92013,Woden Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M92014,Dr Fowler,,GP,,,,,,,,,,,,,,,,,,
M92015,IH Medical,,GP,,,,,,,,,,,,,,,,,,
M92016,Tudor Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M92019,Keats Grove Surgery,,GP,,,,,,,,,,,,,,,,,,
M92022,Drs Rajcholan & George,,GP,,,,,,,,,,,,,,,,,,
M92024,Parkfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M92026,Dr Bilas,,GP,,,,,,,,,,,,,,,,,,
M92028,Thornley Street Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M92029,Newbridge Surgery,,GP,,,,,,,,,,,,,,,,,,
M92030,Church Street Surgery,,GP,,,,,,,,,,,,,,,,,,
M92039,Dr St Pierre-Libberton,,GP,,,,,,,,,,,,,,,,,,
M92040,Mayfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M92041,Probert Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M92042,West Park Surgery,,GP,,,,,,,,,,,,,,,,,,
M92043,Penn Surgery,,GP,,,,,,,,,,,,,,,,,,
M92044,Drs De Rosa & Williams,,GP,,,,,,,,,,,,,,,,,,
M92607,Whitmore Reans Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92609,Ashfield Road Surgery,,GP,,,,,,,,,,,,,,,,,,
M92612,Health and Beyond,,GP,,,,,,,,,,,,,,,,,,
M92627,Dr Sharma,,GP,,,,,,,,,,,,,,,,,,
M92629,Drs Kharwadkar & Maji,,GP,,,,,,,,,,,,,,,,,,
M92630,East Park Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92640,Tettenhall Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
M92647,Bradley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
M92649,Dr Mudigonda,,GP,,,,,,,,,,,,,,,,,,
M92654,Bagary's Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N81001,Audlem Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N81002,Kenmore Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81005,Helsby Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81006,Bunbury Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N81007,Holes Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81008,The Cedars Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81009,Heath Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81010,Nantwich Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81011,Bevan Group Practice,,GP,,,,,,,,,,,,,,,,,,
N81012,Guardian Street Med/Ctr,,GP,,,,,,,,,,,,,,,,,,
N81013,High Street Surgery,,GP,,,,,,,,,,,,,,,,,,
N81014,Brookfield Surgery,,GP,,,,,,,,,,,,,,,,,,
N81016,Millcroft Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81018,Tarporley Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81019,Castlefields Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81020,Penketh Health Centre,,GP,,,,,,,,,,,,,,,,,,
N81021,Mcilvride Medical Practice,,GP,,,,,,,,,,,,,,,,,,
N81022,Waterhouse Surgery,,GP,,,,,,,,,,,,,,,,,,
N81023,Whitby Group Practice Surgery (Green),,GP,,,,,,,,,,,,,,,,,,
N81024,Swanlow Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81025,Firdale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81026,Toft Road Surgery,,GP,,,,,,,,,,,,,,,,,,
N81027,Readesmoor Medical Group Practice,,GP,,,,,,,,,,,,,,,,,,
N81028,Causeway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
N81029,South Park Surgery,,GP,,,,,,,,,,,,,,,,,,
N81030,Princeway Surgeries,,GP,,,,,,,,,,,,,,,,,,
N81031,Drs Adey and Dancy,,GP,,,,,,,,,,,,,,,,,,
