Metric Type Identifier,Measurement Unit,Measurement Unit (Short Label),MetricTypeKey,Source,Hyperlink,Theme,Subcategory,MetricTypes_Key,Metric Type (Short Label),Metric Type
11114,score,,11114-lgip,LGInformPlus,http://id.esd.org.uk/metricType/11114,Unspecified,Unspecified,11811,Average of Attainment 8 scores for LAC at the end of key stage 4 - 11114,Average of Attainment 8 scores for Looked After Children at the end of key stage 4 - 11114
310,fires,,310-lgip,LGInformPlus,http://id.esd.org.uk/metricType/310,Unspecified,Unspecified,238,All primary fires  - annual - 310,All primary fires - annual - 310
311,fires,,311-lgip,LGInformPlus,http://id.esd.org.uk/metricType/311,Unspecified,Unspecified,239,Primary dwellings fires - annual - 311,Number of primary dwelling fires - annual - 311
312,fires,,312-lgip,LGInformPlus,http://id.esd.org.uk/metricType/312,Unspecified,Unspecified,240,"Primary fires, private garages/sheds - 312",Number of primary fires in private garages and sheds - 312
313,fires,,313-lgip,LGInformPlus,http://id.esd.org.uk/metricType/313,Unspecified,Unspecified,241,"Agricultural premises, primary fires - 313",Number of primary fires in agricultural premises - 313
314,fires,,314-lgip,LGInformPlus,http://id.esd.org.uk/metricType/314,Unspecified,Unspecified,242,"Industrial premises, primary fires - 314",Number of primary fires in industrial premises - 314
315,fires,,315-lgip,LGInformPlus,http://id.esd.org.uk/metricType/315,Unspecified,Unspecified,243,"Retail distribution buildings, primary fires - 315",Number of primary fires in retail distribution buildings - 315
316,fires,,316-lgip,LGInformPlus,http://id.esd.org.uk/metricType/316,Unspecified,Unspecified,244,"Primary fires, other buildings - annual - 316",Number of primary fires in other buildings - annual - 316
317,fires,,317-lgip,LGInformPlus,http://id.esd.org.uk/metricType/317,Unspecified,Unspecified,245,"Primary fires, road vehicles - annual - 317",Number of primary fires in road vehicles - annual - 317
318,fires,,318-lgip,LGInformPlus,http://id.esd.org.uk/metricType/318,Unspecified,Unspecified,246,"Other outdoor locations, primary fires - 318",Number of primary fires in other outdoor locations - 318
329,fires,,329-lgip,LGInformPlus,http://id.esd.org.uk/metricType/329,Unspecified,Unspecified,257,Deliberate primary fires - cars - count - 329,Number of deliberate primary fires by location - cars - 329
330,fires,,330-lgip,LGInformPlus,http://id.esd.org.uk/metricType/330,Unspecified,Unspecified,258,Deliberate primary fires - other road vehicles - count - 330,Number of deliberate primary fires by location - other road vehicles - 330
331,fires,,331-lgip,LGInformPlus,http://id.esd.org.uk/metricType/331,Unspecified,Unspecified,259,Deliberate primary fires - other outdoors or derelict locations - count - 331,Number of deliberate primary fires by location - other outdoors or derelict locations - 331
745,fires,,745-lgip,LGInformPlus,http://id.esd.org.uk/metricType/745,Unspecified,Unspecified,525,Total fires - annual - 745,Total fires  - annual - 745
746,fires,,746-lgip,LGInformPlus,http://id.esd.org.uk/metricType/746,Unspecified,Unspecified,526,All secondary fires - annual - 746,All secondary fires - annual - 746
747,fires,,747-lgip,LGInformPlus,http://id.esd.org.uk/metricType/747,Unspecified,Unspecified,527,Secondary fires - derelict buildings - 747,Number of secondary fires in derelict buildings - 747
749,fires,,749-lgip,LGInformPlus,http://id.esd.org.uk/metricType/749,Unspecified,Unspecified,529,"Secondary fires: grasslands, heathlands etc - 749","Number of secondary fires in grassland, heathland etc - 749"
751,fires,,751-lgip,LGInformPlus,http://id.esd.org.uk/metricType/751,Unspecified,Unspecified,531,Secondary fires: refuse and derelict vehicles - 751,Number of secondary fires in refuse and derelict vehicles - 751
763,fires,,763-lgip,LGInformPlus,http://id.esd.org.uk/metricType/763,Unspecified,Unspecified,532,"Deliberate primary fires - pubs, catering, etc - count - 763","Number of deliberate primary fires by location  - pubs, catering, etc - 763"
764,fires,,764-lgip,LGInformPlus,http://id.esd.org.uk/metricType/764,Unspecified,Unspecified,533,Deliberate primary fires - retail distribution - count - 764,Number of deliberate primary fires by location  - retail distribution - 764
765,fires,,765-lgip,LGInformPlus,http://id.esd.org.uk/metricType/765,Unspecified,Unspecified,534,Deliberate primary fires - schools - count - 765,Number of deliberate primary fires by location  - schools - 765
766,fires,,766-lgip,LGInformPlus,http://id.esd.org.uk/metricType/766,Unspecified,Unspecified,535,"Deliberate primary fires - pre-school, further, higher education  - count - 766","Number of deliberate primary fires by location  - pre-school, further, higher education - 766"
767,fires,,767-lgip,LGInformPlus,http://id.esd.org.uk/metricType/767,Unspecified,Unspecified,536,Deliberate primary fires - hospitals and healthcare - count - 767,Number of deliberate primary fires by location  - hospitals and healthcare - 767
768,fires,,768-lgip,LGInformPlus,http://id.esd.org.uk/metricType/768,Unspecified,Unspecified,537,Deliberate primary fires - recreational and other cultural services - count - 768,Number of deliberate primary fires by location  - recreational and other cultural services - 768
769,fires,,769-lgip,LGInformPlus,http://id.esd.org.uk/metricType/769,Unspecified,Unspecified,538,Deliberate primary fires - agricultural premises - count - 769,Number of deliberate primary fires by location  - agricultural premises - 769
770,fires,,770-lgip,LGInformPlus,http://id.esd.org.uk/metricType/770,Unspecified,Unspecified,539,Deliberate primary fires - industrial premises - count - 770,Number of deliberate primary fires by location  - industrial premises - 770
771,fires,,771-lgip,LGInformPlus,http://id.esd.org.uk/metricType/771,Unspecified,Unspecified,540,Deliberate primary fires - other buildings / use not known - count - 771,Number of deliberate primary fires by location  - other buildings /  use not known - 771
930,fires,,930-lgip,LGInformPlus,http://id.esd.org.uk/metricType/930,Unspecified,Unspecified,663,Total fires - quarterly - 930,Total fires - quarterly - 930
931,fires,,931-lgip,LGInformPlus,http://id.esd.org.uk/metricType/931,Unspecified,Unspecified,664,All primary fires - quarterly - 931,All primary fires - quarterly - 931
932,fires,,932-lgip,LGInformPlus,http://id.esd.org.uk/metricType/932,Unspecified,Unspecified,665,Primary fires in dwellings - quarterly - 932,Number of primary fires in dwellings - quarterly - 932
948,fires,,948-lgip,LGInformPlus,http://id.esd.org.uk/metricType/948,Unspecified,Unspecified,669,Accidental dwelling fires - quarterly - 948,Number of accidental dwelling fires - quarterly - 948
952,fires,,952-lgip,LGInformPlus,http://id.esd.org.uk/metricType/952,Unspecified,Unspecified,673,Deliberate primary fires - quarterly - 952,Number of deliberate primary fires - quarterly - 952
953,fires,,953-lgip,LGInformPlus,http://id.esd.org.uk/metricType/953,Unspecified,Unspecified,674,Deliberate road vehicle primary fires - quarterly - 953,Number of deliberate road vehicle primary fires - quarterly - 953
954,fires,,954-lgip,LGInformPlus,http://id.esd.org.uk/metricType/954,Unspecified,Unspecified,675,Deliberate primary fires in locations other than road vehicles - quarterly - 954,Deliberate primary fires in locations other than road vehicles - quarterly - 954
955,fires,,955-lgip,LGInformPlus,http://id.esd.org.uk/metricType/955,Unspecified,Unspecified,676,Deliberate secondary fires - quarterly - 955,Number of deliberate secondary fires - quarterly - 955
980,fires,,980-lgip,LGInformPlus,http://id.esd.org.uk/metricType/980,Unspecified,Unspecified,701,Accidental primary fires - quarterly - 980,Number of accidental primary fires - quarterly - 980
981,fires,,981-lgip,LGInformPlus,http://id.esd.org.uk/metricType/981,Unspecified,Unspecified,702,Accidental secondary fires - quarterly - 981,Number of accidental secondary fires - quarterly - 981
982,fires,,982-lgip,LGInformPlus,http://id.esd.org.uk/metricType/982,Unspecified,Unspecified,703,Deliberate primary dwelling fires - quarterly - 982,Number of deliberate dwelling fires - quarterly - 982
1053,fires,,1053-lgip,LGInformPlus,http://id.esd.org.uk/metricType/1053,Unspecified,Unspecified,771,All chimney fires - quarterly - 1053,All chimney fires - quarterly - 1053
5352,fires,,5352-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5352,Unspecified,Unspecified,3414,Primary fires other outdoors - quarterly - 5352,Number of primary fires other outdoors - quarterly - 5352
5353,fires,,5353-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5353,Unspecified,Unspecified,3415,Total incidents - annual - 5353,Total incidents - annual - 5353
5354,fires,,5354-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5354,Unspecified,Unspecified,3416,Number of false alarms - annual - 5354,Number of false alarms - annual - 5354
5355,fires,,5355-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5355,Unspecified,Unspecified,3417,Number of malicious false alarms  - annual - 5355,Number of malicious false alarms  - annual - 5355
5356,fires,,5356-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5356,Unspecified,Unspecified,3418,Number of false alarms due to apparatus - annual - 5356,Number of false alarms due to apparatus - annual - 5356
5357,fires,,5357-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5357,Unspecified,Unspecified,3419,Number of false alarms made with good intent - annual - 5357,Number of false alarms made with good intent - annual - 5357
5358,fires,,5358-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5358,Unspecified,Unspecified,3420,Number of non-fire incidents - annual - 5358,Number of non-fire incidents - annual - 5358
5374,fires,,5374-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5374,Unspecified,Unspecified,3425,Deliberate primary fires in other outdoors - quarterly - 5374,Number of deliberate primary fires in other outdoors - quarterly - 5374
5375,fires,,5375-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5375,Unspecified,Unspecified,3426,Deliberate chimney fires - quarterly - 5375,Number of deliberate chimney fires - quarterly - 5375
5376,fires,,5376-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5376,Unspecified,Unspecified,3427,Deliberate primary fires - annual - 5376,Number of deliberate primary fires - annual - 5376
5377,fires,,5377-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5377,Unspecified,Unspecified,3428,Deliberate primary dwelling fires - annual - 5377,Number of deliberate dwelling fires - annual - 5377
5378,fires,,5378-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5378,Unspecified,Unspecified,3429,Deliberate primary fires in other buildings - annual - 5378,Number of deliberate primary fires in other buildings - annual - 5378
5379,fires,,5379-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5379,Unspecified,Unspecified,3430,Deliberate road vehicle primary fires - annual - 5379,Number of deliberate primary fires in other outdoors - annual - 5379
5380,fires,,5380-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5380,Unspecified,Unspecified,3431,Deliberate primary fires in other outdoors - annual - 5380,Number of deliberate road vehicle primary fires - annual - 5380
5381,fires,,5381-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5381,Unspecified,Unspecified,3432,Deliberate secondary fires - annual - 5381,Number of deliberate secondary fires - annual - 5381
5382,fires,,5382-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5382,Unspecified,Unspecified,3433,Deliberate chimney fires - annual - 5382,Number of deliberate chimney fires - annual - 5382
8874,fires,,8874-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8874,Unspecified,Unspecified,5887,Accidental dwelling fires - annual - 8874,Number of accidental dwelling fires - annual - 8874
8875,fires,,8875-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8875,Unspecified,Unspecified,5888,Fire fatalities in accidental dwelling fires  - annual - 8875,Fatal casualties in accidental dwelling fires - annual - 8875
753,fires,,753-lgip,LGInformPlus,http://id.esd.org.uk/metricType/753,Unspecified,Unspecified,10014,Secondary fires: other - 753,Number of secondary fires in other - 753
755,fires,,755-lgip,LGInformPlus,http://id.esd.org.uk/metricType/755,Unspecified,Unspecified,10016,Fires - chimney  - annual - 755,All chimney fires - annual - 755
756,fires,,756-lgip,LGInformPlus,http://id.esd.org.uk/metricType/756,Unspecified,Unspecified,10017,All deliberate fires - annual - 756,Number of deliberate fires - annual - 756
757,fires,,757-lgip,LGInformPlus,http://id.esd.org.uk/metricType/757,Unspecified,Unspecified,10018,Deliberate primary fires - dwellings single occupancy - count - 757,Number of deliberate primary fires by location  - dwellings: single occupancy - 757
758,fires,,758-lgip,LGInformPlus,http://id.esd.org.uk/metricType/758,Unspecified,Unspecified,10019,Deliberate primary fires - dwellings multiple occupancy - count - 758,Number of deliberate primary fires by location  - dwellings: multiple occupancy - 758
759,fires,,759-lgip,LGInformPlus,http://id.esd.org.uk/metricType/759,Unspecified,Unspecified,10020,Deliberate primary fires - dwellings other and unspecified occupancy - count - 759,Number of deliberate primary fires by location  - dwellings: other and unspecified occupancy - 759
760,fires,,760-lgip,LGInformPlus,http://id.esd.org.uk/metricType/760,Unspecified,Unspecified,10021,"Deliberate primary fires - private garages, sheds etc - count - 760","Number of deliberate primary fires by location  - private garages, sheds etc - 760"
761,fires,,761-lgip,LGInformPlus,http://id.esd.org.uk/metricType/761,Unspecified,Unspecified,10022,"Deliberate primary fires - boarding school accomodation, halls of residence - count - 761","Number of deliberate primary fires by location  - boarding school accomodation, halls of residence - 761"
762,fires,,762-lgip,LGInformPlus,http://id.esd.org.uk/metricType/762,Unspecified,Unspecified,10023,"Deliberate primary fires - hotels, hostels, B&B, etc - count - 762","Number of deliberate primary fires by location  - hotels, hostels, B&B, etc - 762"
5372,fires,,5372-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5372,Unspecified,Unspecified,10303,Total deliberate fires - quarterly - 5372,Number of deliberate fires - quarterly - 5372
5373,fires,,5373-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5373,Unspecified,Unspecified,10304,Deliberate primary fires in other buildings - quarterly - 5373,Number of deliberate primary fires in other buildings - quarterly - 5373
5350,fires,,5350-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5350,Unspecified,Unspecified,11001,Total incidents - quarterly - 5350,Total incidents - quarterly - 5350
5351,fires,,5351-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5351,Unspecified,Unspecified,11002,Number of non-fire incidents - quarterly - 5351,Number of non-fire incidents - quarterly - 5351
933,fires,,933-lgip,LGInformPlus,http://id.esd.org.uk/metricType/933,Unspecified,Unspecified,11734,Primary fires in other buildings - quarterly - 933,Number of primary fires in other buildings - quarterly - 933
934,fires,,934-lgip,LGInformPlus,http://id.esd.org.uk/metricType/934,Unspecified,Unspecified,11735,Primary fires in road vehicles - quarterly - 934,Number of primary fires in road vehicles - quarterly - 934
935,fires,,935-lgip,LGInformPlus,http://id.esd.org.uk/metricType/935,Unspecified,Unspecified,11736,Primary fires in non-domestic buildings - quarterly - 935,Number of primary fires in non-domestic buildings - quarterly - 935
936,fires,,936-lgip,LGInformPlus,http://id.esd.org.uk/metricType/936,Unspecified,Unspecified,11737,All secondary fires - quarterly - 936,All secondary fires - quarterly - 936
937,fires,,937-lgip,LGInformPlus,http://id.esd.org.uk/metricType/937,Unspecified,Unspecified,11738,False fire alarms - quarterly - 937,Number of false alarms - quarterly - 937
938,fires,,938-lgip,LGInformPlus,http://id.esd.org.uk/metricType/938,Unspecified,Unspecified,11739,Malicious false fire alarms - quarterly - 938,Number of malicious false alarms - quarterly - 938
939,fires,,939-lgip,LGInformPlus,http://id.esd.org.uk/metricType/939,Unspecified,Unspecified,11740,False fire alarms due to apparatus - quarterly - 939,Number of false alarms due to apparatus - quarterly - 939
940,fires,,940-lgip,LGInformPlus,http://id.esd.org.uk/metricType/940,Unspecified,Unspecified,11741,False fire alarms made with good intent - quarterly - 940,Number of false alarms made with good intent - quarterly - 940
12795,fires,,12795-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12795,Unspecified,Unspecified,12124,Non-fire false alarms - quarterly - 12795,Non-fire false alarms - quarterly - 12795
12796,fires,,12796-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12796,Unspecified,Unspecified,12125,Special service incidents - quarterly - 12796,Number of special service incidents - quarterly - 12796
12797,fires,,12797-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12797,Unspecified,Unspecified,12126,Non-fire false alarms - annual - 12797,Non-fire false alarms - annual - 12797
12798,fires,,12798-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12798,Unspecified,Unspecified,12127,Special service incidents - annual - 12798,Number of special service incidents - annual - 12798
25,dwellings,,25-lgip,LGInformPlus,http://id.esd.org.uk/metricType/25,Unspecified,Unspecified,86,Total vacant dwellings - 25,Total number of vacant dwellings in the area - 25
54,dwellings,,54-lgip,LGInformPlus,http://id.esd.org.uk/metricType/54,Unspecified,Unspecified,113,Total new dwellings - 54,Number of new dwellings completed - total - 54
55,dwellings,,55-lgip,LGInformPlus,http://id.esd.org.uk/metricType/55,Unspecified,Unspecified,114,"New dwellings, LA owned - 55",Number of new dwellings completed - local authority - 55
56,dwellings,,56-lgip,LGInformPlus,http://id.esd.org.uk/metricType/56,Unspecified,Unspecified,115,"New dwellings, RSL owned - 56",Number of new dwellings completed - registered social landlord - 56
57,dwellings,,57-lgip,LGInformPlus,http://id.esd.org.uk/metricType/57,Unspecified,Unspecified,116,"New dwellings, private enterprise owned - 57",Number of new dwellings completed - private enterprise - 57
113,dwellings,,113-lgip,LGInformPlus,http://id.esd.org.uk/metricType/113,Unspecified,Unspecified,133,"Vacant dwellings, Other public sector owend - 113",Total vacant dwellings in the area owned by other (non LA) public sector organisations - 113
150,dwellings,,150-lgip,LGInformPlus,http://id.esd.org.uk/metricType/150,Unspecified,Unspecified,145,Additional affordable homes - 150,Number of affordable homes delivered (gross) - 150
354,dwellings,,354-lgip,LGInformPlus,http://id.esd.org.uk/metricType/354,Unspecified,Unspecified,269,"Non decent housing, LA owned - 354",Number of non decent homes owned by the local authority as at the 1st April - 354
542,dwellings,,542-lgip,LGInformPlus,http://id.esd.org.uk/metricType/542,Unspecified,Unspecified,392,"Dwellings, LA owned (name LA) - 542",Number of local authority owned dwellings in an area (owned by the named LA) - 542
543,dwellings,,543-lgip,LGInformPlus,http://id.esd.org.uk/metricType/543,Unspecified,Unspecified,393,"Dwellings, LA owned (all LAs) - 543",Number of local authority owned dwellings in an area (all LAs) - 543
544,dwellings,,544-lgip,LGInformPlus,http://id.esd.org.uk/metricType/544,Unspecified,Unspecified,394,"Dwellings, other public sector owned - 544",Number of dwellings owned by other public sector bodies - 544
547,dwellings,,547-lgip,LGInformPlus,http://id.esd.org.uk/metricType/547,Unspecified,Unspecified,397,"Dwellings, private sector owned - 547",Number of dwellings owned by the private sector - 547
548,dwellings,,548-lgip,LGInformPlus,http://id.esd.org.uk/metricType/548,Unspecified,Unspecified,398,"Dwellings, RSL owned - 548",Number of dwellings in the area owned by registered social landlords (HA) - 548
700,dwellings,,700-lgip,LGInformPlus,http://id.esd.org.uk/metricType/700,Unspecified,Unspecified,506,"Dwellings, LA owned - 700",Number of local authority owned dwellings - 700
1052,dwellings,,1052-lgip,LGInformPlus,http://id.esd.org.uk/metricType/1052,Unspecified,Unspecified,770,"Dwellings, local authority owned in another area - 1052",Number of local authority owned dwellings in another district - 1052
3485,dwellings,,3485-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3485,Unspecified,Unspecified,2058,Additional social rent dwellings provided - 3485,Number of additional social rent dwellings provided - 3485
3486,dwellings,,3486-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3486,Unspecified,Unspecified,2059,Additional affordable rent dwellings provided by local authority area - 3486,Number of additional affordable rent dwellings provided by local authority area - 3486
3487,dwellings,,3487-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3487,Unspecified,Unspecified,2060,Additional units of intermediate affordable housing provided by local authority area - 3487,Number of additional units of intermediate affordable housing provided by local authority area - 3487
3530,dwellings,,3530-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3530,Unspecified,Unspecified,2092,Total Dwellings - 3530,Total number of dwellings on valuation list - 3530
3532,dwellings,,3532-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3532,Unspecified,Unspecified,2094,Dwellings Band A - 3532,Number of chargeable dwellings - Council Tax band A - 3532
3533,dwellings,,3533-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3533,Unspecified,Unspecified,2095,Dwellings Band B - 3533,Number of chargeable dwellings - Council Tax band B - 3533
3534,dwellings,,3534-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3534,Unspecified,Unspecified,2096,Dwellings Band C - 3534,Number of chargeable dwellings - Council Tax band C - 3534
3535,dwellings,,3535-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3535,Unspecified,Unspecified,2097,Dwellings Band D - 3535,Number of chargeable dwellings - Council Tax band D - 3535
3536,dwellings,,3536-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3536,Unspecified,Unspecified,2098,Dwellings Band E - 3536,Number of chargeable dwellings - Council Tax band E - 3536
3714,dwellings,,3714-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3714,Unspecified,Unspecified,2231,Total count: all dwellings - 3714,Total count of all dwellings - 3714
3715,dwellings,,3715-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3715,Unspecified,Unspecified,2232,Number: unshared dwellings - 3715,Number of unshared dwellings - 3715
3716,dwellings,,3716-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3716,Unspecified,Unspecified,2233,Number: shared: Two household spaces - 3716,Number of shared dwellings: Two household spaces - 3716
3717,dwellings,,3717-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3717,Unspecified,Unspecified,2234,Number: shared: Three plus household spaces - 3717,Number of shared dwellings: Three or more household spaces - 3717
3721,dwellings,,3721-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3721,Unspecified,Unspecified,2238,Number: household spaces: all - 3721,Number of household spaces: all categories - 3721
3722,dwellings,,3722-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3722,Unspecified,Unspecified,2239,Number: household spaces at least one usual resident - 3722,Number of household spaces with at least one usual resident - 3722
3723,dwellings,,3723-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3723,Unspecified,Unspecified,2240,Number: household spaces: no usual residents - 3723,Number of household spaces with no usual residents - 3723
3726,dwellings,,3726-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3726,Unspecified,Unspecified,2243,Number: Detached dwelling - 3726,Number of whole house or bungalows: Detached - 3726
3727,dwellings,,3727-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3727,Unspecified,Unspecified,2244,Number: Semi-detached dwelling - 3727,Number of whole house or bungalows: Semi-detached - 3727
3728,dwellings,,3728-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3728,Unspecified,Unspecified,2245,Number: Terraced - 3728,Number of whole house or bungalows: Terraced (including end-terrace) - 3728
3729,dwellings,,3729-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3729,Unspecified,Unspecified,2246,Number: Purpose-built block:flats or tenement - 3729,"Number of flat, maisonette or apartments: Purpose-built block of flats or tenement - 3729"
3730,dwellings,,3730-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3730,Unspecified,Unspecified,2247,Number: Part of a converted or shared house - 3730,"Number of flat, maisonette or apartments: Part of a converted or shared house (including bed-sits) - 3730"
3731,dwellings,,3731-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3731,Unspecified,Unspecified,2248,Number: In a commercial building - 3731,"Number of flat, maisonette or apartments: In a commercial building - 3731"
3732,dwellings,,3732-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3732,Unspecified,Unspecified,2249,Number: caravans or other mobile/temporary structures - 3732,Number of caravans or other mobile or temporary structures - 3732
4287,dwellings,,4287-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4287,Unspecified,Unspecified,2645,Total Tax base for Revenue Support Grant purposes - 4287,Total Tax base (dwellings) for Revenue Support Grant purposes - 4287
8554,dwellings,,8554-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8554,Unspecified,Unspecified,5867,Number of Right to Buy applications received during the period - 8554,Number of Right to Buy applications received during the period - 8554
8610,dwellings,,8610-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8610,Unspecified,Unspecified,5868,Lettings to existing social tenants: Total - 8610,Lettings to existing social tenants: Total - 8610
8617,dwellings,,8617-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8617,Unspecified,Unspecified,5869,Dwellings let to new tenants to social housing: Total - 8617,Dwellings let to new tenants to social housing: Total - 8617
8624,dwellings,,8624-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8624,Unspecified,Unspecified,5870,Total LA dwellings let - 8624,Total LA dwellings let - 8624
8673,dwellings,,8673-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8673,Unspecified,Unspecified,5871,"Loans, grants and other assistance: Private rented: Number of dwellings improved - 8673","Loans, grants and other assistance: Private rented: Number of dwellings improved - 8673"
8676,dwellings,,8676-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8676,Unspecified,Unspecified,5872,"Loans, grants and other assistance: Total number of dwellings improved - 8676","Loans, grants and other assistance: Total number of dwellings improved - 8676"
8688,dwellings,,8688-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8688,Unspecified,Unspecified,5873,Decent Homes Delivery Associated expenditure: Cost to make all dwellings decent at 1st April - 8688,Decent Homes Delivery Associated expenditure: Cost to make all dwellings decent at 1st April - 8688
8785,dwellings,,8785-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8785,Unspecified,Unspecified,5874,Rent collection rate (%) - 8785,Rent collection rate (%) - 8785
8786,dwellings,,8786-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8786,Unspecified,Unspecified,5875,"Provision of New Build Additional Affordable Housing in populations of less than 3,000 people - 8786","Provision of New Build Additional Affordable Housing in populations of less than 3,000 people - 8786"
8787,dwellings,,8787-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8787,Unspecified,Unspecified,5876,Provision of New Build Additional Affordable Housing on Rural Exception Sites - 8787,Provision of New Build Additional Affordable Housing on Rural Exception Sites - 8787
8833,dwellings,,8833-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8833,Unspecified,Unspecified,5877,Affordable units granted final planning permission during the year: Total number of units - 8833,Affordable units granted final planning permission during the year: Total number of units - 8833
9155,dwellings,,9155-lgip,LGInformPlus,http://id.esd.org.uk/metricType/9155,Unspecified,Unspecified,6060,New build affordable housing - Owned by Local Authority: Shared Ownership Units completed without developer contributions - 9155,New build affordable housing - Owned by Local Authority: Shared Ownership Units completed without developer contributions - 9155
9156,dwellings,,9156-lgip,LGInformPlus,http://id.esd.org.uk/metricType/9156,Unspecified,Unspecified,6061,New build affordable housing - Owned by Local Authority: Shared Ownership Units completed with developer contributions through planning obligations - 9156,New build affordable housing - Owned by Local Authority: Shared Ownership Units completed with developer contributions through planning obligations - 9156
9165,dwellings,,9165-lgip,LGInformPlus,http://id.esd.org.uk/metricType/9165,Unspecified,Unspecified,6062,Provision of additional affordable housing through acquisitions: Owned by Local Authority Intermediate Rent - 9165,Provision of additional affordable housing through acquisitions: Owned by Local Authority Intermediate Rent - 9165
9166,dwellings,,9166-lgip,LGInformPlus,http://id.esd.org.uk/metricType/9166,Unspecified,Unspecified,6063,Provision of additional affordable housing through acquisitions: Owned by Local Authority Shared Ownership - 9166,Provision of additional affordable housing through acquisitions: Owned by Local Authority Shared Ownership - 9166
5651,dwellings,,5651-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5651,Unspecified,Unspecified,10462,Number of social rental units owned by PRPs which fail the DHS - 5651,Total number of social rental units owned by private registered providers of social housing (PRPs) which fail the DHS - 5651
5653,dwellings,,5653-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5653,Unspecified,Unspecified,10464,Social rental stock owned by PRPs - 5653,Total number of social rental units owned by private registered providers of social housing (PRPs) - 5653
103,dwellings,,103-lgip,LGInformPlus,http://id.esd.org.uk/metricType/103,Unspecified,Unspecified,10545,"Vacant dwellings, private sector owned - 103",Total vacant dwellings in the area owned by the private sector vacant for more than 6 months - 103
22,dwellings,,22-lgip,LGInformPlus,http://id.esd.org.uk/metricType/22,Unspecified,Unspecified,11227,Total dwellings - 22,Total number of dwellings in the area - 22
23,dwellings,,23-lgip,LGInformPlus,http://id.esd.org.uk/metricType/23,Unspecified,Unspecified,11228,"Vacant dwellings, LA owned - 23",Number of vacant dwellings in the area owned by a local authority (including other local authorities outside of the area) - 23
